time,protocol,node_id,candidate_parent,energy_ratio,distance_ratio,queue_ratio,link_quality,Q_value,state_value,selection_value,selected_parent,reward,updated_Q_value,decision_mode
85.00000,Traditional RPL,26,18,0.60951,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,26,25,0.57902,0.19152,1.00000,0.05000,,0.80848,0.80848,0,,,traditional
85.00000,Traditional RPL,6,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,6,18,0.60951,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,7,2,0.86715,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
85.00000,Traditional RPL,7,12,0.93838,0.37976,0.00000,0.62024,,0.62024,0.62024,26,,,traditional
85.00000,Traditional RPL,7,22,0.87478,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
85.00000,Traditional RPL,7,23,0.88856,0.49797,0.00000,0.50203,,0.50203,0.50203,26,,,traditional
85.00000,Traditional RPL,7,24,0.90412,0.45661,0.00000,0.54339,,0.54339,0.54339,26,,,traditional
85.00000,Traditional RPL,7,26,0.45365,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
85.00000,Traditional RPL,7,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,26,,,traditional
85.00000,Traditional RPL,8,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,8,18,0.60951,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,9,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,9,6,0.63379,0.28141,0.00000,0.71859,,0.71859,0.71859,0,,,traditional
85.00000,Traditional RPL,9,18,0.60951,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,10,1,0.71151,0.49503,0.00000,0.50497,,0.50497,0.50497,1,,,traditional
85.00000,Traditional RPL,10,4,0.89788,0.56958,0.00000,0.43042,,0.43042,0.43042,1,,,traditional
85.00000,Traditional RPL,10,21,0.88138,0.49812,0.00000,0.50188,,0.50188,0.50188,1,,,traditional
85.00000,Traditional RPL,1,5,0.91644,0.47664,0.00000,0.52336,,0.52336,0.52336,25,,,traditional
85.00000,Traditional RPL,1,12,0.93838,0.37976,0.00000,0.62024,,0.62024,0.62024,25,,,traditional
85.00000,Traditional RPL,1,25,0.57902,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
85.00000,Traditional RPL,1,26,0.45165,0.31818,1.00000,0.05000,,0.68182,0.68182,25,,,traditional
85.00000,Traditional RPL,11,3,0.88578,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
85.00000,Traditional RPL,11,8,0.58923,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
85.00000,Traditional RPL,11,15,0.91691,0.36265,0.00000,0.63735,,0.63735,0.63735,8,,,traditional
85.00000,Traditional RPL,11,19,0.91961,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
85.00000,Traditional RPL,11,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
85.00000,Traditional RPL,12,2,0.86715,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
85.00000,Traditional RPL,12,22,0.87478,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
85.00000,Traditional RPL,12,26,0.45165,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
85.00000,Traditional RPL,12,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,26,,,traditional
85.00000,Traditional RPL,13,15,0.91691,0.36265,0.00000,0.63735,,0.63735,0.63735,25,,,traditional
85.00000,Traditional RPL,13,19,0.91961,0.35008,0.00000,0.64992,,0.64992,0.64992,25,,,traditional
85.00000,Traditional RPL,13,20,0.91501,0.36989,0.00000,0.63011,,0.63011,0.63011,25,,,traditional
85.00000,Traditional RPL,13,25,0.57702,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
85.00000,Traditional RPL,14,2,0.86715,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
85.00000,Traditional RPL,14,5,0.91644,0.47664,0.00000,0.52336,,0.52336,0.52336,26,,,traditional
85.00000,Traditional RPL,14,7,0.86752,0.56113,0.00000,0.43887,,0.43887,0.43887,26,,,traditional
85.00000,Traditional RPL,14,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,26,,,traditional
85.00000,Traditional RPL,14,22,0.87478,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
85.00000,Traditional RPL,14,23,0.88856,0.49797,0.00000,0.50203,,0.50203,0.50203,26,,,traditional
85.00000,Traditional RPL,14,24,0.90412,0.45661,0.00000,0.54339,,0.54339,0.54339,26,,,traditional
85.00000,Traditional RPL,14,26,0.44965,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
85.00000,Traditional RPL,14,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,26,,,traditional
85.00000,Traditional RPL,15,3,0.88578,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
85.00000,Traditional RPL,15,8,0.58723,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
85.00000,Traditional RPL,15,19,0.91961,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
85.00000,Traditional RPL,15,25,0.57502,0.19152,1.00000,0.05000,,0.80848,0.80848,8,,,traditional
85.00000,Traditional RPL,15,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
85.00000,Traditional RPL,16,3,0.88578,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
85.00000,Traditional RPL,16,8,0.58523,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
85.00000,Traditional RPL,16,11,0.90891,0.36440,0.00000,0.63560,,0.63560,0.63560,8,,,traditional
85.00000,Traditional RPL,16,15,0.91202,0.36265,0.00000,0.63735,,0.63735,0.63735,8,,,traditional
85.00000,Traditional RPL,16,19,0.91961,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
85.00000,Traditional RPL,16,20,0.91501,0.36989,0.00000,0.63011,,0.63011,0.63011,8,,,traditional
85.00000,Traditional RPL,16,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
85.00000,Traditional RPL,17,,,,,,,,,,,,drop
85.00000,Traditional RPL,18,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,19,3,0.88578,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
85.00000,Traditional RPL,19,8,0.58323,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
85.00000,Traditional RPL,19,25,0.57502,0.19152,1.00000,0.05000,,0.80848,0.80848,8,,,traditional
85.00000,Traditional RPL,19,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
85.00000,Traditional RPL,20,3,0.88578,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
85.00000,Traditional RPL,20,8,0.58123,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
85.00000,Traditional RPL,20,11,0.90891,0.36440,0.00000,0.63560,,0.63560,0.63560,8,,,traditional
85.00000,Traditional RPL,20,15,0.91202,0.36265,0.00000,0.63735,,0.63735,0.63735,8,,,traditional
85.00000,Traditional RPL,20,19,0.91488,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
85.00000,Traditional RPL,20,25,0.57502,0.19152,1.00000,0.05000,,0.80848,0.80848,8,,,traditional
85.00000,Traditional RPL,20,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
85.00000,Traditional RPL,21,1,0.70224,0.49503,0.10000,0.45497,,0.50497,0.50497,25,,,traditional
85.00000,Traditional RPL,21,5,0.91644,0.47664,0.00000,0.52336,,0.52336,0.52336,25,,,traditional
85.00000,Traditional RPL,21,25,0.57502,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
85.00000,Traditional RPL,25,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,25,8,0.57923,0.15648,1.00000,0.05000,,0.84352,0.84352,0,,,traditional
85.00000,Traditional RPL,25,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,25,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,0,,,traditional
85.00000,Traditional RPL,22,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,22,6,0.63379,0.28141,0.00000,0.71859,,0.71859,0.71859,0,,,traditional
85.00000,Traditional RPL,22,9,0.88638,0.29347,0.00000,0.70653,,0.70653,0.70653,0,,,traditional
85.00000,Traditional RPL,22,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,22,26,0.44765,0.31818,1.00000,0.05000,,0.68182,0.68182,0,,,traditional
85.00000,Traditional RPL,23,2,0.86715,0.35668,0.00000,0.64332,,0.64332,0.64332,6,,,traditional
85.00000,Traditional RPL,23,6,0.63379,0.28141,0.00000,0.71859,,0.71859,0.71859,6,,,traditional
85.00000,Traditional RPL,23,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,6,,,traditional
85.00000,Traditional RPL,23,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,6,,,traditional
85.00000,Traditional RPL,23,24,0.90412,0.45661,0.00000,0.54339,,0.54339,0.54339,6,,,traditional
85.00000,Traditional RPL,23,26,0.44765,0.31818,1.00000,0.05000,,0.68182,0.68182,6,,,traditional
85.00000,Traditional RPL,23,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,6,,,traditional
85.00000,Traditional RPL,6,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,6,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,24,2,0.86715,0.35668,0.00000,0.64332,,0.64332,0.64332,6,,,traditional
85.00000,Traditional RPL,24,6,0.62570,0.28141,0.10000,0.66859,,0.71859,0.71859,6,,,traditional
85.00000,Traditional RPL,24,9,0.88638,0.29347,0.00000,0.70653,,0.70653,0.70653,6,,,traditional
85.00000,Traditional RPL,24,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,6,,,traditional
85.00000,Traditional RPL,24,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,6,,,traditional
85.00000,Traditional RPL,24,26,0.44765,0.31818,1.00000,0.05000,,0.68182,0.68182,6,,,traditional
85.00000,Traditional RPL,24,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,6,,,traditional
85.00000,Traditional RPL,6,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,6,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,25,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,25,8,0.57923,0.15648,1.00000,0.05000,,0.84352,0.84352,0,,,traditional
85.00000,Traditional RPL,25,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,25,28,0.92172,0.18391,0.00000,0.81609,,0.81609,0.81609,0,,,traditional
85.00000,Traditional RPL,26,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,26,6,0.61762,0.28141,0.20000,0.61859,,0.71859,0.71859,0,,,traditional
85.00000,Traditional RPL,26,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,26,25,0.56362,0.19152,1.00000,0.05000,,0.80848,0.80848,0,,,traditional
85.00000,Traditional RPL,27,17,1.00000,0.47450,0.00000,0.52550,,0.52550,0.52550,29,,,traditional
85.00000,Traditional RPL,27,29,0.78815,0.40081,0.00000,0.59919,,0.59919,0.59919,29,,,traditional
85.00000,Traditional RPL,29,6,0.61762,0.28141,0.20000,0.61859,,0.71859,0.71859,18,,,traditional
85.00000,Traditional RPL,29,9,0.88638,0.29347,0.00000,0.70653,,0.70653,0.70653,18,,,traditional
85.00000,Traditional RPL,29,18,0.60544,0.13214,0.97500,0.38036,,0.86786,0.86786,18,,,traditional
85.00000,Traditional RPL,29,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,18,,,traditional
85.00000,Traditional RPL,18,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,28,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
85.00000,Traditional RPL,28,8,0.57923,0.15648,1.00000,0.05000,,0.84352,0.84352,0,,,traditional
85.00000,Traditional RPL,28,18,0.59937,0.13214,1.00000,0.33036,,0.86786,0.86786,0,,,traditional
85.00000,Traditional RPL,29,6,0.61762,0.28141,0.20000,0.61859,,0.71859,0.71859,18,,,traditional
85.00000,Traditional RPL,29,9,0.88638,0.29347,0.00000,0.70653,,0.70653,0.70653,18,,,traditional
85.00000,Traditional RPL,29,18,0.59937,0.13214,1.00000,0.33036,,0.86786,0.86786,18,,,traditional
85.00000,Traditional RPL,29,30,0.89827,0.35753,0.00000,0.64247,,0.64247,0.64247,18,,,traditional
85.00000,Traditional RPL,30,2,0.86715,0.35668,0.00000,0.64332,,0.64332,0.64332,18,,,traditional
85.00000,Traditional RPL,30,6,0.61762,0.28141,0.20000,0.61859,,0.71859,0.71859,18,,,traditional
85.00000,Traditional RPL,30,9,0.88638,0.29347,0.00000,0.70653,,0.70653,0.70653,18,,,traditional
85.00000,Traditional RPL,30,18,0.59737,0.13214,1.00000,0.28036,,0.86786,0.86786,18,,,traditional
85.00000,Traditional RPL,30,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,18,,,traditional
85.00000,Traditional RPL,30,26,0.44085,0.31818,1.00000,0.05000,,0.68182,0.68182,18,,,traditional
90.00000,Traditional RPL,1,5,0.91644,0.47664,0.00000,0.52336,,0.52336,0.52336,25,,,traditional
90.00000,Traditional RPL,1,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,25,,,traditional
90.00000,Traditional RPL,1,25,0.56362,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
90.00000,Traditional RPL,1,26,0.44085,0.31818,1.00000,0.05000,,0.68182,0.68182,25,,,traditional
90.00000,Traditional RPL,2,6,0.61762,0.28141,0.00000,0.71859,,0.71859,0.71859,18,,,traditional
90.00000,Traditional RPL,2,18,0.59537,0.13214,0.95000,0.39286,,0.86786,0.86786,18,,,traditional
90.00000,Traditional RPL,2,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,18,,,traditional
90.00000,Traditional RPL,2,26,0.44085,0.31818,1.00000,0.05000,,0.68182,0.68182,18,,,traditional
90.00000,Traditional RPL,18,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,3,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,3,8,0.57923,0.15648,1.00000,0.05000,,0.84352,0.84352,0,,,traditional
90.00000,Traditional RPL,3,25,0.56162,0.19152,1.00000,0.05000,,0.80848,0.80848,0,,,traditional
90.00000,Traditional RPL,3,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,0,,,traditional
90.00000,Traditional RPL,4,1,0.69497,0.49503,0.00000,0.50497,,0.50497,0.50497,13,,,traditional
90.00000,Traditional RPL,4,13,0.72244,0.48554,0.00000,0.51446,,0.51446,0.51446,13,,,traditional
90.00000,Traditional RPL,4,21,0.87440,0.49812,0.00000,0.50188,,0.50188,0.50188,13,,,traditional
90.00000,Traditional RPL,13,15,0.91202,0.36265,0.00000,0.63735,,0.63735,0.63735,25,,,traditional
90.00000,Traditional RPL,13,19,0.91488,0.35008,0.00000,0.64992,,0.64992,0.64992,25,,,traditional
90.00000,Traditional RPL,13,20,0.91001,0.36989,0.00000,0.63011,,0.63011,0.63011,25,,,traditional
90.00000,Traditional RPL,13,25,0.56162,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
90.00000,Traditional RPL,25,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,25,8,0.57923,0.15648,1.00000,0.05000,,0.84352,0.84352,0,,,traditional
90.00000,Traditional RPL,25,18,0.58930,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,25,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,0,,,traditional
90.00000,Traditional RPL,5,2,0.85977,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
90.00000,Traditional RPL,5,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,26,,,traditional
90.00000,Traditional RPL,5,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
90.00000,Traditional RPL,5,26,0.44085,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
90.00000,Traditional RPL,6,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,6,18,0.58930,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,7,2,0.85977,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
90.00000,Traditional RPL,7,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,26,,,traditional
90.00000,Traditional RPL,7,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
90.00000,Traditional RPL,7,23,0.88200,0.49797,0.00000,0.50203,,0.50203,0.50203,26,,,traditional
90.00000,Traditional RPL,7,24,0.89848,0.45661,0.00000,0.54339,,0.54339,0.54339,26,,,traditional
90.00000,Traditional RPL,7,26,0.43885,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
90.00000,Traditional RPL,7,30,0.89229,0.35753,0.00000,0.64247,,0.64247,0.64247,26,,,traditional
90.00000,Traditional RPL,8,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,8,18,0.58930,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,9,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,9,6,0.61153,0.28141,0.00000,0.71859,,0.71859,0.71859,0,,,traditional
90.00000,Traditional RPL,9,18,0.58930,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,10,1,0.69497,0.49503,0.00000,0.50497,,0.50497,0.50497,1,,,traditional
90.00000,Traditional RPL,10,4,0.89221,0.56958,0.00000,0.43042,,0.43042,0.43042,1,,,traditional
90.00000,Traditional RPL,10,21,0.87440,0.49812,0.00000,0.50188,,0.50188,0.50188,1,,,traditional
90.00000,Traditional RPL,1,5,0.91180,0.47664,0.00000,0.52336,,0.52336,0.52336,25,,,traditional
90.00000,Traditional RPL,1,12,0.93476,0.37976,0.00000,0.62024,,0.62024,0.62024,25,,,traditional
90.00000,Traditional RPL,1,25,0.55493,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
90.00000,Traditional RPL,1,26,0.43685,0.31818,1.00000,0.05000,,0.68182,0.68182,25,,,traditional
90.00000,Traditional RPL,11,3,0.87944,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
90.00000,Traditional RPL,11,8,0.57493,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
90.00000,Traditional RPL,11,15,0.91202,0.36265,0.00000,0.63735,,0.63735,0.63735,8,,,traditional
90.00000,Traditional RPL,11,19,0.91488,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
90.00000,Traditional RPL,11,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
90.00000,Traditional RPL,12,2,0.85977,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
90.00000,Traditional RPL,12,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
90.00000,Traditional RPL,12,26,0.43685,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
90.00000,Traditional RPL,12,30,0.89229,0.35753,0.00000,0.64247,,0.64247,0.64247,26,,,traditional
90.00000,Traditional RPL,13,15,0.91202,0.36265,0.00000,0.63735,,0.63735,0.63735,25,,,traditional
90.00000,Traditional RPL,13,19,0.91488,0.35008,0.00000,0.64992,,0.64992,0.64992,25,,,traditional
90.00000,Traditional RPL,13,20,0.91001,0.36989,0.00000,0.63011,,0.63011,0.63011,25,,,traditional
90.00000,Traditional RPL,13,25,0.55293,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
90.00000,Traditional RPL,14,2,0.85977,0.35668,0.00000,0.64332,,0.64332,0.64332,26,,,traditional
90.00000,Traditional RPL,14,5,0.91180,0.47664,0.00000,0.52336,,0.52336,0.52336,26,,,traditional
90.00000,Traditional RPL,14,7,0.86016,0.56113,0.00000,0.43887,,0.43887,0.43887,26,,,traditional
90.00000,Traditional RPL,14,12,0.93113,0.37976,0.00000,0.62024,,0.62024,0.62024,26,,,traditional
90.00000,Traditional RPL,14,22,0.86741,0.34409,0.00000,0.65591,,0.65591,0.65591,26,,,traditional
90.00000,Traditional RPL,14,23,0.88200,0.49797,0.00000,0.50203,,0.50203,0.50203,26,,,traditional
90.00000,Traditional RPL,14,24,0.89848,0.45661,0.00000,0.54339,,0.54339,0.54339,26,,,traditional
90.00000,Traditional RPL,14,26,0.43485,0.31818,1.00000,0.05000,,0.68182,0.68182,26,,,traditional
90.00000,Traditional RPL,14,30,0.89229,0.35753,0.00000,0.64247,,0.64247,0.64247,26,,,traditional
90.00000,Traditional RPL,15,3,0.87944,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
90.00000,Traditional RPL,15,8,0.57293,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
90.00000,Traditional RPL,15,19,0.91488,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
90.00000,Traditional RPL,15,25,0.55093,0.19152,1.00000,0.05000,,0.80848,0.80848,8,,,traditional
90.00000,Traditional RPL,15,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
90.00000,Traditional RPL,16,3,0.87944,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
90.00000,Traditional RPL,16,8,0.57093,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
90.00000,Traditional RPL,16,11,0.90385,0.36440,0.00000,0.63560,,0.63560,0.63560,8,,,traditional
90.00000,Traditional RPL,16,15,0.90713,0.36265,0.00000,0.63735,,0.63735,0.63735,8,,,traditional
90.00000,Traditional RPL,16,19,0.91488,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
90.00000,Traditional RPL,16,20,0.91001,0.36989,0.00000,0.63011,,0.63011,0.63011,8,,,traditional
90.00000,Traditional RPL,16,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
90.00000,Traditional RPL,17,,,,,,,,,,,,drop
90.00000,Traditional RPL,18,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,19,3,0.87944,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
90.00000,Traditional RPL,19,8,0.56893,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
90.00000,Traditional RPL,19,25,0.55093,0.19152,1.00000,0.05000,,0.80848,0.80848,8,,,traditional
90.00000,Traditional RPL,19,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
90.00000,Traditional RPL,20,3,0.87944,0.29520,0.00000,0.70480,,0.70480,0.70480,8,,,traditional
90.00000,Traditional RPL,20,8,0.56693,0.15648,1.00000,0.05000,,0.84352,0.84352,8,,,traditional
90.00000,Traditional RPL,20,11,0.90385,0.36440,0.00000,0.63560,,0.63560,0.63560,8,,,traditional
90.00000,Traditional RPL,20,15,0.90713,0.36265,0.00000,0.63735,,0.63735,0.63735,8,,,traditional
90.00000,Traditional RPL,20,19,0.91015,0.35008,0.00000,0.64992,,0.64992,0.64992,8,,,traditional
90.00000,Traditional RPL,20,25,0.55093,0.19152,1.00000,0.05000,,0.80848,0.80848,8,,,traditional
90.00000,Traditional RPL,20,28,0.91712,0.18391,0.00000,0.81609,,0.81609,0.81609,8,,,traditional
90.00000,Traditional RPL,8,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,8,18,0.58523,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,21,1,0.68569,0.49503,0.10000,0.45497,,0.50497,0.50497,25,,,traditional
90.00000,Traditional RPL,21,5,0.91180,0.47664,0.00000,0.52336,,0.52336,0.52336,25,,,traditional
90.00000,Traditional RPL,21,25,0.55093,0.19152,1.00000,0.05000,,0.80848,0.80848,25,,,traditional
90.00000,Traditional RPL,22,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,22,6,0.61153,0.28141,0.00000,0.71859,,0.71859,0.71859,0,,,traditional
90.00000,Traditional RPL,22,9,0.88007,0.29347,0.00000,0.70653,,0.70653,0.70653,0,,,traditional
90.00000,Traditional RPL,22,18,0.58523,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,22,26,0.43285,0.31818,1.00000,0.05000,,0.68182,0.68182,0,,,traditional
90.00000,Traditional RPL,23,2,0.85977,0.35668,0.00000,0.64332,,0.64332,0.64332,6,,,traditional
90.00000,Traditional RPL,23,6,0.61153,0.28141,0.00000,0.71859,,0.71859,0.71859,6,,,traditional
90.00000,Traditional RPL,23,12,0.93113,0.37976,0.00000,0.62024,,0.62024,0.62024,6,,,traditional
90.00000,Traditional RPL,23,22,0.86005,0.34409,0.00000,0.65591,,0.65591,0.65591,6,,,traditional
90.00000,Traditional RPL,23,24,0.89848,0.45661,0.00000,0.54339,,0.54339,0.54339,6,,,traditional
90.00000,Traditional RPL,23,26,0.43285,0.31818,1.00000,0.05000,,0.68182,0.68182,6,,,traditional
90.00000,Traditional RPL,23,30,0.89229,0.35753,0.00000,0.64247,,0.64247,0.64247,6,,,traditional
90.00000,Traditional RPL,6,0,1.00000,0.00000,1.00000,0.05000,,1.00000,1.00000,0,,,traditional
90.00000,Traditional RPL,6,18,0.58523,0.13214,1.00000,0.34286,,0.86786,0.86786,0,,,traditional
90.00000,Traditional RPL,24,2,0.85977,0.35668,0.00000,0.64332,,0.64332,0.64332,6,,,traditional
90.00000,Traditional RPL,24,6,0.60345,0.28141,0.10000,0.66859,,0.71859,0.71859,6,,,traditional
90.00000,Traditional RPL,24,9,0.88007,0.29347,0.00000,0.70653,,0.70653,0.70653,6,,,traditional
90.00000,Traditional RPL,24,12,0.93113,0.37976,0.00000,0.62024,,0.62024,0.62024,6,,,traditional
90.00000,Traditional RPL,24,22,0.86005,0.34409,0.00000,0.65591,,0.65591,0.65591,6,,,traditional
90.00000,Traditional RPL,24,26,0.43285,0.31818,1.00000,0.05000,,0.68182,0.68182,6,,,traditional
