time,total_energy_consumed,average_remaining_energy,alive_nodes,active_sensors,dead_nodes,generated_packets,delivered_packets,lost_packets,packet_delivery_ratio,average_delay,communication_overhead,parent_changes,current_packet_id,current_source_sensor_id,current_temperature,selected_route_path,last_packet_status
120.0,14.012222181642223,1.5329259272785927,30,29,0,750,129,621,0.172,32.97833984875786,1067,0,RPL-00750,30,27.18618894524725,30 -> 18,lost
121.0,14.012222181642223,1.5329259272785927,30,29,0,750,129,621,0.172,32.97833984875786,1067,0,,,,,
122.0,14.012222181642223,1.5329259272785927,30,29,0,750,129,621,0.172,32.97833984875786,1067,0,,,,,
123.0,14.012222181642223,1.5329259272785927,30,29,0,750,129,621,0.172,32.97833984875786,1067,0,,,,,
124.0,14.012222181642223,1.5329259272785927,30,29,0,750,129,621,0.172,32.97833984875786,1067,0,,,,,
125.0,14.593302848543445,1.5135565717152184,30,29,0,780,135,645,0.17307692307692307,34.4604877073316,1111,0,RPL-00780,30,21.301066547725338,30 -> 18 -> 0,lost
126.0,14.593302848543445,1.5135565717152184,30,29,0,780,135,645,0.17307692307692307,34.4604877073316,1111,0,,,,,
127.0,14.593302848543445,1.5135565717152184,30,29,0,780,135,645,0.17307692307692307,34.4604877073316,1111,0,,,,,
128.0,14.593302848543445,1.5135565717152184,30,29,0,780,135,645,0.17307692307692307,34.4604877073316,1111,0,,,,,
129.0,14.593302848543445,1.5135565717152184,30,29,0,780,135,645,0.17307692307692307,34.4604877073316,1111,0,,,,,
130.0,15.106955387418445,1.4964348204193851,30,29,0,810,138,672,0.17037037037037037,35.12210753978093,1149,0,RPL-00810,30,32.24679838899696,30 -> 18 -> 0,lost
131.0,15.106955387418445,1.4964348204193851,30,29,0,810,138,672,0.17037037037037037,35.12210753978093,1149,0,,,,,
132.0,15.106955387418445,1.4964348204193851,30,29,0,810,138,672,0.17037037037037037,35.12210753978093,1149,0,,,,,
133.0,15.106955387418445,1.4964348204193851,30,29,0,810,138,672,0.17037037037037037,35.12210753978093,1149,0,,,,,
134.0,15.106955387418445,1.4964348204193851,30,29,0,810,138,672,0.17037037037037037,35.12210753978093,1149,0,,,,,
135.0,15.643614930683789,1.478546168977207,30,29,0,840,144,696,0.17142857142857143,36.55429528298427,1189,0,RPL-00840,30,24.52646652716305,30 -> 18,lost
136.0,15.643614930683789,1.478546168977207,30,29,0,840,144,696,0.17142857142857143,36.55429528298427,1189,0,,,,,
137.0,15.643614930683789,1.478546168977207,30,29,0,840,144,696,0.17142857142857143,36.55429528298427,1189,0,,,,,
138.0,15.643614930683789,1.478546168977207,30,29,0,840,144,696,0.17142857142857143,36.55429528298427,1189,0,,,,,
139.0,15.643614930683789,1.478546168977207,30,29,0,840,144,696,0.17142857142857143,36.55429528298427,1189,0,,,,,
140.0,16.15022901620152,1.4616590327932826,30,29,0,870,147,723,0.16896551724137931,37.22822122959004,1226,0,RPL-00870,30,23.92342441078029,30 -> 18,lost
141.0,16.15022901620152,1.4616590327932826,30,29,0,870,147,723,0.16896551724137931,37.22822122959004,1226,0,,,,,
142.0,16.15022901620152,1.4616590327932826,30,29,0,870,147,723,0.16896551724137931,37.22822122959004,1226,0,,,,,
143.0,16.15022901620152,1.4616590327932826,30,29,0,870,147,723,0.16896551724137931,37.22822122959004,1226,0,,,,,
144.0,16.15022901620152,1.4616590327932826,30,29,0,870,147,723,0.16896551724137931,37.22822122959004,1226,0,,,,,
145.0,16.65708224334238,1.4447639252219207,30,29,0,900,152,748,0.1688888888888889,38.355549478616695,1264,0,RPL-00900,30,21.444708353771126,30 -> 18,lost
146.0,16.65708224334238,1.4447639252219207,30,29,0,900,152,748,0.1688888888888889,38.355549478616695,1264,0,,,,,
147.0,16.65708224334238,1.4447639252219207,30,29,0,900,152,748,0.1688888888888889,38.355549478616695,1264,0,,,,,
148.0,16.65708224334238,1.4447639252219207,30,29,0,900,152,748,0.1688888888888889,38.355549478616695,1264,0,,,,,
149.0,16.65708224334238,1.4447639252219207,30,29,0,900,152,748,0.1688888888888889,38.355549478616695,1264,0,,,,,
150.0,17.212194922684027,1.4262601692438657,30,29,0,930,160,770,0.17204301075268819,40.23537965007644,1306,0,RPL-00930,30,34.88878817676196,30 -> 18,lost
151.0,17.212194922684027,1.4262601692438657,30,29,0,930,160,770,0.17204301075268819,40.23537965007644,1306,0,,,,,
152.0,17.212194922684027,1.4262601692438657,30,29,0,930,160,770,0.17204301075268819,40.23537965007644,1306,0,,,,,
153.0,17.212194922684027,1.4262601692438657,30,29,0,930,160,770,0.17204301075268819,40.23537965007644,1306,0,,,,,
154.0,17.212194922684027,1.4262601692438657,30,29,0,930,160,770,0.17204301075268819,40.23537965007644,1306,0,,,,,
155.0,17.724783408245614,1.4091738863918128,30,29,0,960,163,797,0.16979166666666667,40.92448309209958,1345,0,RPL-00960,30,24.809977330626314,30 -> 18 -> 0,lost
156.0,17.724783408245614,1.4091738863918128,30,29,0,960,163,797,0.16979166666666667,40.92448309209958,1345,0,,,,,
157.0,17.724783408245614,1.4091738863918128,30,29,0,960,163,797,0.16979166666666667,40.92448309209958,1345,0,,,,,
158.0,17.724783408245614,1.4091738863918128,30,29,0,960,163,797,0.16979166666666667,40.92448309209958,1345,0,,,,,
159.0,17.724783408245614,1.4091738863918128,30,29,0,960,163,797,0.16979166666666667,40.92448309209958,1345,0,,,,,
160.0,18.239691031753026,1.392010298941566,30,29,0,990,166,824,0.16767676767676767,41.682263698344876,1383,0,RPL-00990,30,31.58513348693648,30 -> 18,lost
161.0,18.239691031753026,1.392010298941566,30,29,0,990,166,824,0.16767676767676767,41.682263698344876,1383,0,,,,,
162.0,18.239691031753026,1.392010298941566,30,29,0,990,166,824,0.16767676767676767,41.682263698344876,1383,0,,,,,
163.0,18.239691031753026,1.392010298941566,30,29,0,990,166,824,0.16767676767676767,41.682263698344876,1383,0,,,,,
164.0,18.239691031753026,1.392010298941566,30,29,0,990,166,824,0.16767676767676767,41.682263698344876,1383,0,,,,,
165.0,18.750674339400135,1.3749775220199956,30,29,0,1020,169,851,0.16568627450980392,42.311557833877224,1420,0,RPL-01020,30,21.271279529345417,30 -> 18,lost
166.0,18.750674339400135,1.3749775220199956,30,29,0,1020,169,851,0.16568627450980392,42.311557833877224,1420,0,,,,,
167.0,18.750674339400135,1.3749775220199956,30,29,0,1020,169,851,0.16568627450980392,42.311557833877224,1420,0,,,,,
168.0,18.750674339400135,1.3749775220199956,30,29,0,1020,169,851,0.16568627450980392,42.311557833877224,1420,0,,,,,
169.0,18.750674339400135,1.3749775220199956,30,29,0,1020,169,851,0.16568627450980392,42.311557833877224,1420,0,,,,,
170.0,19.2368476778202,1.3587717440726599,30,29,0,1050,174,876,0.1657142857142857,43.4372108443139,1456,0,RPL-01050,30,32.16054075259115,30 -> 18,lost
171.0,19.2368476778202,1.3587717440726599,30,29,0,1050,174,876,0.1657142857142857,43.4372108443139,1456,0,,,,,
172.0,19.2368476778202,1.3587717440726599,30,29,0,1050,174,876,0.1657142857142857,43.4372108443139,1456,0,,,,,
173.0,19.2368476778202,1.3587717440726599,30,29,0,1050,174,876,0.1657142857142857,43.4372108443139,1456,0,,,,,
174.0,19.2368476778202,1.3587717440726599,30,29,0,1050,174,876,0.1657142857142857,43.4372108443139,1456,0,,,,,
175.0,19.734410480690315,1.3421863173103228,30,29,0,1080,178,902,0.1648148148148148,44.39148717316651,1493,0,RPL-01080,30,30.23827889139809,30 -> 18,lost
176.0,19.734410480690315,1.3421863173103228,30,29,0,1080,178,902,0.1648148148148148,44.39148717316651,1493,0,,,,,
177.0,19.734410480690315,1.3421863173103228,30,29,0,1080,178,902,0.1648148148148148,44.39148717316651,1493,0,,,,,
178.0,19.734410480690315,1.3421863173103228,30,29,0,1080,178,902,0.1648148148148148,44.39148717316651,1493,0,,,,,
179.0,19.734410480690315,1.3421863173103228,30,29,0,1080,178,902,0.1648148148148148,44.39148717316651,1493,0,,,,,
180.0,20.253885708302704,1.32487047638991,30,29,0,1110,181,929,0.16306306306306306,45.0757719161527,1532,0,RPL-01110,30,22.097452832138504,30 -> 18,lost
181.0,20.253885708302704,1.32487047638991,30,29,0,1110,181,929,0.16306306306306306,45.0757719161527,1532,0,,,,,
182.0,20.253885708302704,1.32487047638991,30,29,0,1110,181,929,0.16306306306306306,45.0757719161527,1532,0,,,,,
183.0,20.253885708302704,1.32487047638991,30,29,0,1110,181,929,0.16306306306306306,45.0757719161527,1532,0,,,,,
184.0,20.253885708302704,1.32487047638991,30,29,0,1110,181,929,0.16306306306306306,45.0757719161527,1532,0,,,,,
185.0,20.791462535688062,1.306951248810398,30,29,0,1140,185,955,0.16228070175438597,46.078417549927885,1572,0,RPL-01140,30,31.10987270351267,30 -> 18,lost
186.0,20.791462535688062,1.306951248810398,30,29,0,1140,185,955,0.16228070175438597,46.078417549927885,1572,0,,,,,
187.0,20.791462535688062,1.306951248810398,30,29,0,1140,185,955,0.16228070175438597,46.078417549927885,1572,0,,,,,
188.0,20.791462535688062,1.306951248810398,30,29,0,1140,185,955,0.16228070175438597,46.078417549927885,1572,0,,,,,
189.0,20.791462535688062,1.306951248810398,30,29,0,1140,185,955,0.16228070175438597,46.078417549927885,1572,0,,,,,
190.0,21.316939809298958,1.2894353396900347,30,29,0,1170,187,983,0.15982905982905982,46.58258641562581,1611,0,RPL-01170,30,26.95890035870749,30 -> 18,lost
191.0,21.316939809298958,1.2894353396900347,30,29,0,1170,187,983,0.15982905982905982,46.58258641562581,1611,0,,,,,
192.0,21.316939809298958,1.2894353396900347,30,29,0,1170,187,983,0.15982905982905982,46.58258641562581,1611,0,,,,,
193.0,21.316939809298958,1.2894353396900347,30,29,0,1170,187,983,0.15982905982905982,46.58258641562581,1611,0,,,,,
194.0,21.316939809298958,1.2894353396900347,30,29,0,1170,187,983,0.15982905982905982,46.58258641562581,1611,0,,,,,
195.0,21.871376167898298,1.314780132141438,29,28,1,1200,191,1009,0.15916666666666668,47.538493177817955,1653,3,RPL-01200,30,21.368193556870228,30 -> 18,lost
