packet_id,protocol,source_sensor_id,temperature,generation_time,hop_number,current_node,selected_parent,link_quality,queue_load,energy_before,energy_after,hop_delay,packet_status
RPL-00001,Traditional RPL,1,29.59140,0.00000,1,1,25,0.75848,1.00000,2.00000,1.98546,1.41152,lost
RPL-00002,Traditional RPL,2,24.12544,0.00000,1,2,18,0.81786,1.00000,2.00000,1.98524,1.35214,forwarded
RPL-00002,Traditional RPL,2,24.12544,0.00000,2,18,0,0.95000,1.00000,1.99600,1.98786,1.22000,delivered
RPL-00003,Traditional RPL,3,30.15049,0.00000,1,3,0,0.90000,2.00000,2.00000,1.98731,1.42000,delivered
RPL-00004,Traditional RPL,4,21.30408,0.00000,1,4,13,0.46446,1.00000,2.00000,1.98865,1.70554,forwarded
RPL-00004,Traditional RPL,4,21.30408,0.00000,2,13,25,0.70848,2.00000,1.99600,1.98220,1.61152,lost
RPL-00005,Traditional RPL,5,23.27957,0.00000,1,5,26,0.63182,1.00000,2.00000,1.99072,1.53818,forwarded
RPL-00005,Traditional RPL,5,23.27957,0.00000,2,26,0,0.85000,3.00000,1.99600,1.98239,1.62000,lost
RPL-00006,Traditional RPL,6,22.98256,0.00000,1,6,0,0.80000,4.00000,2.00000,1.98783,1.82000,delivered
RPL-00007,Traditional RPL,7,28.17412,0.00000,1,7,26,0.58182,2.00000,2.00000,1.98528,1.73818,forwarded
RPL-00007,Traditional RPL,7,28.17412,0.00000,2,26,0,0.75000,5.00000,1.97839,1.96478,2.02000,delivered
RPL-00008,Traditional RPL,8,32.14146,0.00000,1,8,0,0.70000,6.00000,2.00000,1.99140,2.22000,lost
RPL-00009,Traditional RPL,9,32.08729,0.00000,1,9,0,0.65000,7.00000,2.00000,1.98738,2.42000,delivered
RPL-00010,Traditional RPL,10,25.10376,0.00000,1,10,1,0.45497,1.00000,2.00000,1.99109,1.71503,forwarded
RPL-00010,Traditional RPL,10,25.10376,0.00000,2,1,25,0.65848,3.00000,1.98146,1.96692,1.81152,forwarded
RPL-00010,Traditional RPL,10,25.10376,0.00000,3,25,0,0.60000,8.00000,1.98800,1.97860,2.62000,delivered
RPL-00011,Traditional RPL,11,21.39119,0.00000,1,11,8,0.79352,1.00000,2.00000,1.98988,1.37648,forwarded
RPL-00011,Traditional RPL,11,21.39119,0.00000,2,8,0,0.55000,9.00000,1.98740,1.97880,2.82000,delivered
RPL-00012,Traditional RPL,12,29.05589,0.00000,1,12,26,0.53182,3.00000,2.00000,1.99275,1.93818,forwarded
RPL-00012,Traditional RPL,12,29.05589,0.00000,2,26,0,0.50000,10.00000,1.96078,1.94717,3.02000,delivered
RPL-00013,Traditional RPL,13,28.04342,0.00000,1,13,25,0.60848,4.00000,1.98220,1.96839,2.01152,forwarded
RPL-00013,Traditional RPL,13,28.04342,0.00000,2,25,0,0.45000,11.00000,1.97460,1.96521,3.22000,lost
RPL-00014,Traditional RPL,14,28.28061,0.00000,1,14,26,0.48182,4.00000,2.00000,1.98714,2.13818,forwarded
RPL-00014,Traditional RPL,14,28.28061,0.00000,2,26,0,0.40000,12.00000,1.94317,1.92955,3.42000,delivered
RPL-00015,Traditional RPL,15,32.92560,0.00000,1,15,8,0.74352,2.00000,2.00000,1.99022,1.57648,forwarded
RPL-00015,Traditional RPL,15,32.92560,0.00000,2,8,0,0.35000,13.00000,1.97480,1.96620,3.62000,delivered
RPL-00016,Traditional RPL,16,20.68737,0.00000,1,16,8,0.69352,3.00000,2.00000,1.98916,1.77648,forwarded
RPL-00016,Traditional RPL,16,20.68737,0.00000,2,8,0,0.30000,14.00000,1.96220,1.95360,3.82000,lost
RPL-00017,Traditional RPL,17,21.19688,0.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00018,Traditional RPL,18,23.49186,0.00000,1,18,0,0.25000,15.00000,1.98786,1.97972,4.02000,lost
RPL-00019,Traditional RPL,19,24.16960,0.00000,1,19,8,0.64352,4.00000,2.00000,1.99054,1.97648,forwarded
RPL-00019,Traditional RPL,19,24.16960,0.00000,2,8,0,0.20000,16.00000,1.94960,1.94100,4.22000,lost
RPL-00020,Traditional RPL,20,25.55271,0.00000,1,20,8,0.59352,5.00000,2.00000,1.99000,2.17648,forwarded
RPL-00020,Traditional RPL,20,25.55271,0.00000,2,8,0,0.15000,17.00000,1.93700,1.92841,4.42000,lost
RPL-00021,Traditional RPL,21,34.04982,0.00000,1,21,25,0.55848,5.00000,2.00000,1.98604,2.21152,forwarded
RPL-00021,Traditional RPL,21,34.04982,0.00000,2,25,0,0.10000,18.00000,1.96121,1.95181,4.62000,lost
RPL-00022,Traditional RPL,22,22.56708,0.00000,1,22,0,0.05000,19.00000,2.00000,1.98527,4.82000,delivered
RPL-00023,Traditional RPL,23,22.45104,0.00000,1,23,6,0.66859,1.00000,2.00000,1.98689,1.50141,forwarded
RPL-00023,Traditional RPL,23,22.45104,0.00000,2,6,0,0.05000,20.00000,1.98383,1.97166,4.97000,delivered
RPL-00024,Traditional RPL,24,29.60000,0.00000,1,24,6,0.61859,2.00000,2.00000,1.98872,1.70141,forwarded
RPL-00024,Traditional RPL,24,29.60000,0.00000,2,6,0,0.05000,21.00000,1.96766,1.95548,5.12000,lost
RPL-00025,Traditional RPL,25,32.64278,0.00000,1,25,0,0.05000,22.00000,1.95181,1.94242,5.27000,delivered
RPL-00026,Traditional RPL,26,23.43572,0.00000,1,26,0,0.05000,23.00000,1.92955,1.91594,5.42000,lost
RPL-00027,Traditional RPL,27,24.73180,0.00000,1,27,29,0.54919,1.00000,2.00000,1.98959,1.62081,forwarded
RPL-00027,Traditional RPL,27,24.73180,0.00000,2,29,18,0.76786,2.00000,1.99600,1.98414,1.55214,forwarded
RPL-00027,Traditional RPL,27,24.73180,0.00000,3,18,0,0.05000,24.00000,1.97572,1.96758,5.57000,delivered
RPL-00028,Traditional RPL,28,33.14551,0.00000,1,28,0,0.05000,25.00000,2.00000,1.99079,5.72000,lost
RPL-00029,Traditional RPL,29,29.83158,0.00000,1,29,18,0.71786,3.00000,1.98414,1.97229,1.75214,forwarded
RPL-00029,Traditional RPL,29,29.83158,0.00000,2,18,0,0.05000,26.00000,1.96358,1.95544,5.87000,delivered
RPL-00030,Traditional RPL,30,26.88278,0.00000,1,30,18,0.66786,4.00000,2.00000,1.98803,1.95214,forwarded
RPL-00030,Traditional RPL,30,26.88278,0.00000,2,18,0,0.05000,27.00000,1.95144,1.94330,6.02000,lost
RPL-00031,Traditional RPL,1,28.42052,5.00000,1,1,25,0.67098,2.75000,1.96692,1.95237,1.76152,forwarded
RPL-00031,Traditional RPL,1,28.42052,5.00000,2,25,0,0.05000,24.75000,1.93842,1.92902,5.68250,lost
RPL-00032,Traditional RPL,2,33.46734,5.00000,1,2,18,0.78036,1.75000,1.98524,1.97048,1.50214,forwarded
RPL-00032,Traditional RPL,2,33.46734,5.00000,2,18,0,0.05000,25.75000,1.93930,1.93116,5.83250,lost
RPL-00033,Traditional RPL,3,34.96306,5.00000,1,3,0,0.05000,26.75000,1.98731,1.97462,5.98250,lost
RPL-00034,Traditional RPL,4,21.36364,5.00000,1,4,13,0.46446,1.00000,1.98865,1.97731,1.70554,lost
RPL-00035,Traditional RPL,5,21.64474,5.00000,1,5,26,0.59432,1.75000,1.99072,1.98143,1.68818,forwarded
RPL-00035,Traditional RPL,5,21.64474,5.00000,2,26,0,0.05000,27.75000,1.91194,1.89833,6.13250,delivered
RPL-00036,Traditional RPL,6,26.33240,5.00000,1,6,0,0.05000,28.75000,1.95548,1.94331,6.28250,lost
RPL-00037,Traditional RPL,7,25.72429,5.00000,1,7,26,0.54432,2.75000,1.98528,1.97056,1.88818,forwarded
RPL-00037,Traditional RPL,7,25.72429,5.00000,2,26,0,0.05000,29.75000,1.89433,1.88072,6.43250,lost
RPL-00038,Traditional RPL,8,34.56618,5.00000,1,8,0,0.05000,30.75000,1.92841,1.91981,6.58250,delivered
RPL-00039,Traditional RPL,9,20.17222,5.00000,1,9,0,0.05000,31.75000,1.98738,1.97475,6.73250,lost
RPL-00040,Traditional RPL,10,30.22566,5.00000,1,10,1,0.45497,1.00000,1.99109,1.98218,1.71503,forwarded
RPL-00040,Traditional RPL,10,30.22566,5.00000,2,1,25,0.62098,3.75000,1.94837,1.93383,1.96152,forwarded
RPL-00040,Traditional RPL,10,30.22566,5.00000,3,25,0,0.05000,32.75000,1.92502,1.91563,6.88250,lost
RPL-00041,Traditional RPL,11,21.67328,5.00000,1,11,8,0.70602,2.75000,1.98988,1.97976,1.72648,forwarded
RPL-00041,Traditional RPL,11,21.67328,5.00000,2,8,0,0.05000,33.75000,1.91581,1.90721,7.03250,lost
RPL-00042,Traditional RPL,12,34.30724,5.00000,1,12,26,0.49432,3.75000,1.99275,1.98550,2.08818,forwarded
RPL-00042,Traditional RPL,12,34.30724,5.00000,2,26,0,0.05000,34.75000,1.87672,1.86311,7.18250,lost
RPL-00043,Traditional RPL,13,27.50879,5.00000,1,13,25,0.57098,4.75000,1.96439,1.95059,2.16152,lost
RPL-00044,Traditional RPL,14,33.68942,5.00000,1,14,26,0.44432,4.75000,1.98714,1.97429,2.28818,forwarded
RPL-00044,Traditional RPL,14,33.68942,5.00000,2,26,0,0.05000,35.75000,1.85911,1.84550,7.33250,lost
RPL-00045,Traditional RPL,15,29.58424,5.00000,1,15,8,0.65602,3.75000,1.99022,1.98045,1.92648,forwarded
RPL-00045,Traditional RPL,15,29.58424,5.00000,2,8,0,0.05000,36.75000,1.90321,1.89461,7.48250,lost
RPL-00046,Traditional RPL,16,31.43766,5.00000,1,16,8,0.60602,4.75000,1.98916,1.97831,2.12648,forwarded
RPL-00046,Traditional RPL,16,31.43766,5.00000,2,8,0,0.05000,37.75000,1.89061,1.88201,7.63250,delivered
RPL-00047,Traditional RPL,17,27.95531,5.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00048,Traditional RPL,18,20.00858,5.00000,1,18,0,0.05000,38.75000,1.93116,1.92302,7.78250,lost
RPL-00049,Traditional RPL,19,20.29215,5.00000,1,19,8,0.55602,5.75000,1.99054,1.98108,2.32648,forwarded
RPL-00049,Traditional RPL,19,20.29215,5.00000,2,8,0,0.05000,39.75000,1.87801,1.86941,7.93250,delivered
RPL-00050,Traditional RPL,20,32.47498,5.00000,1,20,8,0.50602,6.75000,1.99000,1.98000,2.52648,forwarded
RPL-00050,Traditional RPL,20,32.47498,5.00000,2,8,0,0.05000,40.75000,1.86541,1.85681,8.08250,lost
RPL-00051,Traditional RPL,21,33.17014,5.00000,1,21,25,0.52098,5.75000,1.98604,1.97209,2.36152,forwarded
RPL-00051,Traditional RPL,21,33.17014,5.00000,2,25,0,0.05000,41.75000,1.90763,1.89823,8.23250,lost
RPL-00052,Traditional RPL,22,27.28986,5.00000,1,22,0,0.05000,42.75000,1.98527,1.97054,8.38250,lost
RPL-00053,Traditional RPL,23,31.40903,5.00000,1,23,6,0.66859,1.00000,1.98689,1.97378,1.50141,forwarded
RPL-00053,Traditional RPL,23,31.40903,5.00000,2,6,0,0.05000,43.75000,1.93931,1.92714,8.53250,lost
RPL-00054,Traditional RPL,24,27.12924,5.00000,1,24,6,0.61859,2.00000,1.98872,1.97744,1.70141,forwarded
RPL-00054,Traditional RPL,24,27.12924,5.00000,2,6,0,0.05000,44.75000,1.92314,1.91097,8.68250,lost
RPL-00055,Traditional RPL,25,33.08650,5.00000,1,25,0,0.05000,45.75000,1.89823,1.88884,8.83250,lost
RPL-00056,Traditional RPL,26,23.17697,5.00000,1,26,0,0.05000,46.75000,1.84550,1.83188,8.98250,lost
RPL-00057,Traditional RPL,27,30.94897,5.00000,1,27,29,0.54919,1.00000,1.98959,1.97918,1.62081,forwarded
RPL-00057,Traditional RPL,27,30.94897,5.00000,2,29,18,0.73036,2.75000,1.96829,1.95643,1.70214,forwarded
RPL-00057,Traditional RPL,27,30.94897,5.00000,3,18,0,0.05000,47.75000,1.91902,1.91088,9.13250,delivered
RPL-00058,Traditional RPL,28,29.74817,5.00000,1,28,0,0.05000,48.75000,1.99079,1.98158,9.28250,lost
RPL-00059,Traditional RPL,29,27.76364,5.00000,1,29,18,0.68036,3.75000,1.95643,1.94457,1.90214,lost
RPL-00060,Traditional RPL,30,23.37046,5.00000,1,30,18,0.63036,4.75000,1.98803,1.97606,2.10214,forwarded
RPL-00060,Traditional RPL,30,23.37046,5.00000,2,18,0,0.05000,49.75000,1.90288,1.89474,9.43250,lost
RPL-00061,Traditional RPL,1,23.45172,10.00000,1,1,25,0.63348,3.50000,1.93383,1.91929,1.91152,forwarded
RPL-00061,Traditional RPL,1,23.45172,10.00000,2,25,0,0.05000,47.50000,1.88484,1.87544,9.09500,lost
RPL-00062,Traditional RPL,2,29.46654,10.00000,1,2,18,0.74286,2.50000,1.97048,1.95572,1.65214,forwarded
RPL-00062,Traditional RPL,2,29.46654,10.00000,2,18,0,0.05000,48.50000,1.89074,1.88260,9.24500,delivered
RPL-00063,Traditional RPL,3,32.89453,10.00000,1,3,0,0.05000,49.50000,1.97462,1.96193,9.39500,lost
RPL-00064,Traditional RPL,4,23.57007,10.00000,1,4,13,0.46446,1.00000,1.97731,1.96596,1.70554,forwarded
RPL-00064,Traditional RPL,4,23.57007,10.00000,2,13,25,0.58348,4.50000,1.94659,1.93279,2.11152,forwarded
RPL-00064,Traditional RPL,4,23.57007,10.00000,3,25,0,0.05000,50.50000,1.87144,1.86205,9.54500,lost
RPL-00065,Traditional RPL,5,34.03271,10.00000,1,5,26,0.55682,2.50000,1.98143,1.97215,1.83818,forwarded
RPL-00065,Traditional RPL,5,34.03271,10.00000,2,26,0,0.05000,51.50000,1.82788,1.81427,9.69500,lost
RPL-00066,Traditional RPL,6,31.76929,10.00000,1,6,0,0.05000,52.50000,1.91097,1.89880,9.84500,delivered
RPL-00067,Traditional RPL,7,22.85615,10.00000,1,7,26,0.50682,3.50000,1.97056,1.95584,2.03818,lost
RPL-00068,Traditional RPL,8,26.46577,10.00000,1,8,0,0.05000,53.50000,1.85681,1.84821,9.99500,lost
RPL-00069,Traditional RPL,9,27.00537,10.00000,1,9,0,0.05000,54.50000,1.97475,1.96213,10.14500,lost
RPL-00070,Traditional RPL,10,30.10047,10.00000,1,10,1,0.45497,1.00000,1.98218,1.97327,1.71503,forwarded
RPL-00070,Traditional RPL,10,30.10047,10.00000,2,1,25,0.53348,5.50000,1.91529,1.90075,2.31152,lost
RPL-00071,Traditional RPL,11,26.03932,10.00000,1,11,8,0.61852,4.50000,1.97976,1.96964,2.07648,forwarded
RPL-00071,Traditional RPL,11,26.03932,10.00000,2,8,0,0.05000,55.50000,1.84421,1.83561,10.29500,delivered
RPL-00072,Traditional RPL,12,23.72985,10.00000,1,12,26,0.45682,4.50000,1.98550,1.97825,2.23818,lost
RPL-00073,Traditional RPL,13,26.72920,10.00000,1,13,25,0.48348,6.50000,1.93279,1.91898,2.51152,forwarded
RPL-00073,Traditional RPL,13,26.72920,10.00000,2,25,0,0.05000,56.50000,1.85405,1.84465,10.44500,lost
RPL-00074,Traditional RPL,14,23.74710,10.00000,1,14,26,0.40682,5.50000,1.97429,1.96143,2.43818,forwarded
RPL-00074,Traditional RPL,14,23.74710,10.00000,2,26,0,0.05000,57.50000,1.80227,1.78866,10.59500,lost
RPL-00075,Traditional RPL,15,32.92024,10.00000,1,15,8,0.56852,5.50000,1.98045,1.97067,2.27648,forwarded
RPL-00075,Traditional RPL,15,32.92024,10.00000,2,8,0,0.05000,58.50000,1.83161,1.82301,10.74500,lost
RPL-00076,Traditional RPL,16,34.98924,10.00000,1,16,8,0.51852,6.50000,1.97831,1.96747,2.47648,forwarded
RPL-00076,Traditional RPL,16,34.98924,10.00000,2,8,0,0.05000,59.50000,1.81901,1.81042,10.89500,delivered
RPL-00077,Traditional RPL,17,33.89550,10.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00078,Traditional RPL,18,32.73044,10.00000,1,18,0,0.05000,60.50000,1.88260,1.87446,11.04500,lost
RPL-00079,Traditional RPL,19,27.28462,10.00000,1,19,8,0.46852,7.50000,1.98108,1.97163,2.67648,lost
RPL-00080,Traditional RPL,20,26.01560,10.00000,1,20,8,0.41852,8.50000,1.98000,1.97000,2.87648,lost
RPL-00081,Traditional RPL,21,25.68460,10.00000,1,21,25,0.43348,7.50000,1.97209,1.95813,2.71152,forwarded
RPL-00081,Traditional RPL,21,25.68460,10.00000,2,25,0,0.05000,61.50000,1.84065,1.83125,11.19500,lost
RPL-00082,Traditional RPL,22,31.76106,10.00000,1,22,0,0.05000,62.50000,1.97054,1.95580,11.34500,lost
RPL-00083,Traditional RPL,23,26.34511,10.00000,1,23,6,0.66859,1.00000,1.97378,1.96067,1.50141,forwarded
RPL-00083,Traditional RPL,23,26.34511,10.00000,2,6,0,0.05000,63.50000,1.89480,1.88263,11.49500,delivered
RPL-00084,Traditional RPL,24,28.33652,10.00000,1,24,6,0.61859,2.00000,1.97744,1.96616,1.70141,forwarded
RPL-00084,Traditional RPL,24,28.33652,10.00000,2,6,0,0.05000,64.50000,1.87863,1.86645,11.64500,lost
RPL-00085,Traditional RPL,25,24.45062,10.00000,1,25,0,0.05000,65.50000,1.83125,1.82186,11.79500,delivered
RPL-00086,Traditional RPL,26,28.68770,10.00000,1,26,0,0.05000,66.50000,1.78866,1.77505,11.94500,lost
RPL-00087,Traditional RPL,27,31.21963,10.00000,1,27,29,0.54919,1.00000,1.97918,1.96876,1.62081,lost
RPL-00088,Traditional RPL,28,28.76266,10.00000,1,28,0,0.05000,67.50000,1.98158,1.97237,12.09500,lost
RPL-00089,Traditional RPL,29,32.79080,10.00000,1,29,18,0.69286,3.50000,1.94057,1.92872,1.85214,forwarded
RPL-00089,Traditional RPL,29,32.79080,10.00000,2,18,0,0.05000,68.50000,1.87046,1.86232,12.24500,delivered
RPL-00090,Traditional RPL,30,21.20167,10.00000,1,30,18,0.64286,4.50000,1.97606,1.96410,2.05214,forwarded
RPL-00090,Traditional RPL,30,21.20167,10.00000,2,18,0,0.05000,69.50000,1.85832,1.85018,12.39500,lost
RPL-00091,Traditional RPL,1,30.12819,15.00000,1,1,25,0.54598,5.25000,1.90075,1.88620,2.26152,forwarded
RPL-00091,Traditional RPL,1,30.12819,15.00000,2,25,0,0.05000,67.25000,1.81786,1.80846,12.05750,lost
RPL-00092,Traditional RPL,2,33.35431,15.00000,1,2,18,0.75536,2.25000,1.95572,1.94096,1.60214,forwarded
RPL-00092,Traditional RPL,2,33.35431,15.00000,2,18,0,0.05000,68.25000,1.84618,1.83803,12.20750,lost
RPL-00093,Traditional RPL,3,29.29072,15.00000,1,3,0,0.05000,69.25000,1.96193,1.94924,12.35750,lost
RPL-00094,Traditional RPL,4,28.75508,15.00000,1,4,13,0.46446,1.00000,1.96596,1.95461,1.70554,forwarded
RPL-00094,Traditional RPL,4,28.75508,15.00000,2,13,25,0.49598,6.25000,1.91498,1.90118,2.46152,forwarded
RPL-00094,Traditional RPL,4,28.75508,15.00000,3,25,0,0.05000,70.25000,1.80446,1.79507,12.50750,lost
RPL-00095,Traditional RPL,5,30.74288,15.00000,1,5,26,0.51932,3.25000,1.97215,1.96286,1.98818,forwarded
RPL-00095,Traditional RPL,5,30.74288,15.00000,2,26,0,0.05000,71.25000,1.77105,1.75744,12.65750,lost
RPL-00096,Traditional RPL,6,30.07535,15.00000,1,6,0,0.05000,72.25000,1.86645,1.85428,12.80750,lost
RPL-00097,Traditional RPL,7,24.74266,15.00000,1,7,26,0.46932,4.25000,1.95584,1.94112,2.18818,forwarded
RPL-00097,Traditional RPL,7,24.74266,15.00000,2,26,0,0.05000,73.25000,1.75344,1.73983,12.95750,lost
RPL-00098,Traditional RPL,8,26.87428,15.00000,1,8,0,0.05000,74.25000,1.80242,1.79382,13.10750,delivered
RPL-00099,Traditional RPL,9,34.94145,15.00000,1,9,0,0.05000,75.25000,1.96213,1.94950,13.25750,lost
RPL-00100,Traditional RPL,10,23.19731,15.00000,1,10,1,0.45497,1.00000,1.97327,1.96436,1.71503,forwarded
RPL-00100,Traditional RPL,10,23.19731,15.00000,2,1,25,0.44598,7.25000,1.88220,1.86766,2.66152,forwarded
RPL-00100,Traditional RPL,10,23.19731,15.00000,3,25,0,0.05000,76.25000,1.79107,1.78167,13.40750,delivered
RPL-00101,Traditional RPL,11,33.18905,15.00000,1,11,8,0.53102,6.25000,1.96964,1.95952,2.42648,forwarded
RPL-00101,Traditional RPL,11,33.18905,15.00000,2,8,0,0.05000,77.25000,1.78982,1.78122,13.55750,lost
RPL-00102,Traditional RPL,12,32.50617,15.00000,1,12,26,0.41932,5.25000,1.97825,1.97100,2.38818,forwarded
RPL-00102,Traditional RPL,12,32.50617,15.00000,2,26,0,0.05000,78.25000,1.73583,1.72222,13.70750,lost
RPL-00103,Traditional RPL,13,34.80850,15.00000,1,13,25,0.39598,8.25000,1.90118,1.88738,2.86152,forwarded
RPL-00103,Traditional RPL,13,34.80850,15.00000,2,25,0,0.05000,79.25000,1.77767,1.76828,13.85750,lost
RPL-00104,Traditional RPL,14,32.25656,15.00000,1,14,26,0.36932,6.25000,1.96143,1.94857,2.58818,forwarded
RPL-00104,Traditional RPL,14,32.25656,15.00000,2,26,0,0.05000,80.25000,1.71822,1.70460,14.00750,lost
RPL-00105,Traditional RPL,15,34.08395,15.00000,1,15,8,0.48102,7.25000,1.97067,1.96090,2.62648,lost
RPL-00106,Traditional RPL,16,21.73143,15.00000,1,16,8,0.43102,8.25000,1.96747,1.95662,2.82648,lost
RPL-00107,Traditional RPL,17,28.29835,15.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00108,Traditional RPL,18,24.08522,15.00000,1,18,0,0.05000,81.25000,1.83803,1.82989,14.15750,lost
RPL-00109,Traditional RPL,19,30.76418,15.00000,1,19,8,0.38102,9.25000,1.97163,1.96217,3.02648,lost
RPL-00110,Traditional RPL,20,29.51357,15.00000,1,20,8,0.33102,10.25000,1.97000,1.96000,3.22648,lost
RPL-00111,Traditional RPL,21,27.32798,15.00000,1,21,25,0.34598,9.25000,1.95813,1.94418,3.06152,forwarded
RPL-00111,Traditional RPL,21,27.32798,15.00000,2,25,0,0.05000,82.25000,1.76428,1.75488,14.30750,delivered
RPL-00112,Traditional RPL,22,21.38448,15.00000,1,22,0,0.05000,83.25000,1.95580,1.94107,14.45750,lost
RPL-00113,Traditional RPL,23,24.15020,15.00000,1,23,6,0.66859,1.00000,1.96067,1.94756,1.50141,lost
RPL-00114,Traditional RPL,24,31.56679,15.00000,1,24,6,0.61859,2.00000,1.96616,1.95488,1.70141,forwarded
RPL-00114,Traditional RPL,24,31.56679,15.00000,2,6,0,0.05000,84.25000,1.84628,1.83411,14.60750,lost
RPL-00115,Traditional RPL,25,31.11846,15.00000,1,25,0,0.05000,85.25000,1.75488,1.74549,14.75750,lost
RPL-00116,Traditional RPL,26,26.41530,15.00000,1,26,0,0.05000,86.25000,1.70460,1.69099,14.90750,lost
RPL-00117,Traditional RPL,27,21.12866,15.00000,1,27,29,0.54919,1.00000,1.96876,1.95835,1.62081,forwarded
RPL-00117,Traditional RPL,27,21.12866,15.00000,2,29,18,0.70536,3.25000,1.92472,1.91286,1.80214,forwarded
RPL-00117,Traditional RPL,27,21.12866,15.00000,3,18,0,0.05000,87.25000,1.82589,1.81775,15.05750,lost
RPL-00118,Traditional RPL,28,32.51893,15.00000,1,28,0,0.05000,88.25000,1.97237,1.96316,15.20750,lost
RPL-00119,Traditional RPL,29,22.22141,15.00000,1,29,18,0.65536,4.25000,1.91286,1.90100,2.00214,lost
RPL-00120,Traditional RPL,30,24.62388,15.00000,1,30,18,0.60536,5.25000,1.96410,1.95213,2.20214,forwarded
RPL-00120,Traditional RPL,30,24.62388,15.00000,2,18,0,0.05000,89.25000,1.80975,1.80161,15.35750,delivered
RPL-00121,Traditional RPL,1,32.91054,20.00000,1,1,25,0.45848,7.00000,1.86766,1.85312,2.61152,forwarded
RPL-00121,Traditional RPL,1,32.91054,20.00000,2,25,0,0.05000,87.00000,1.74149,1.73209,15.02000,lost
RPL-00122,Traditional RPL,2,23.74295,20.00000,1,2,18,0.71786,3.00000,1.94096,1.92619,1.75214,lost
RPL-00123,Traditional RPL,3,31.70174,20.00000,1,3,0,0.05000,88.00000,1.94924,1.93655,15.17000,delivered
RPL-00124,Traditional RPL,4,26.09566,20.00000,1,4,13,0.46446,1.00000,1.95461,1.94327,1.70554,forwarded
RPL-00124,Traditional RPL,4,26.09566,20.00000,2,13,25,0.40848,8.00000,1.88338,1.86957,2.81152,lost
RPL-00125,Traditional RPL,5,33.94822,20.00000,1,5,26,0.48182,4.00000,1.96286,1.95358,2.13818,forwarded
RPL-00125,Traditional RPL,5,33.94822,20.00000,2,26,0,0.05000,89.00000,1.68699,1.67338,15.32000,delivered
RPL-00126,Traditional RPL,6,32.16158,20.00000,1,6,0,0.05000,90.00000,1.83411,1.82194,15.47000,delivered
RPL-00127,Traditional RPL,7,20.37180,20.00000,1,7,26,0.43182,5.00000,1.94112,1.92640,2.33818,forwarded
RPL-00127,Traditional RPL,7,20.37180,20.00000,2,26,0,0.05000,91.00000,1.66938,1.65577,15.62000,lost
RPL-00128,Traditional RPL,8,33.96224,20.00000,1,8,0,0.05000,92.00000,1.76522,1.75662,15.77000,delivered
RPL-00129,Traditional RPL,9,32.96096,20.00000,1,9,0,0.05000,93.00000,1.94950,1.93688,15.92000,delivered
RPL-00130,Traditional RPL,10,24.00209,20.00000,1,10,1,0.45497,1.00000,1.96436,1.95545,1.71503,forwarded
RPL-00130,Traditional RPL,10,24.00209,20.00000,2,1,25,0.35848,9.00000,1.84912,1.83458,3.01152,lost
RPL-00131,Traditional RPL,11,33.08250,20.00000,1,11,8,0.44352,8.00000,1.95952,1.94940,2.77648,forwarded
RPL-00131,Traditional RPL,11,33.08250,20.00000,2,8,0,0.05000,94.00000,1.75262,1.74402,16.07000,lost
RPL-00132,Traditional RPL,12,32.24880,20.00000,1,12,26,0.38182,6.00000,1.97100,1.96375,2.53818,forwarded
RPL-00132,Traditional RPL,12,32.24880,20.00000,2,26,0,0.05000,95.00000,1.65177,1.63816,16.22000,lost
RPL-00133,Traditional RPL,13,31.93018,20.00000,1,13,25,0.30848,10.00000,1.86957,1.85577,3.21152,lost
RPL-00134,Traditional RPL,14,20.35497,20.00000,1,14,26,0.33182,7.00000,1.94857,1.93571,2.73818,lost
RPL-00135,Traditional RPL,15,24.92393,20.00000,1,15,8,0.39352,9.00000,1.96090,1.95112,2.97648,forwarded
RPL-00135,Traditional RPL,15,24.92393,20.00000,2,8,0,0.05000,96.00000,1.74002,1.73142,16.37000,delivered
RPL-00136,Traditional RPL,16,24.18687,20.00000,1,16,8,0.34352,10.00000,1.95662,1.94578,3.17648,forwarded
RPL-00136,Traditional RPL,16,24.18687,20.00000,2,8,0,0.05000,97.00000,1.72742,1.71882,16.52000,lost
RPL-00137,Traditional RPL,17,34.71725,20.00000,1,17,,,,2.00000,2.00000,0.00000,failed_no_parent
RPL-00138,Traditional RPL,18,28.04324,20.00000,1,18,0,0.05000,98.00000,1.79761,1.78947,16.67000,delivered
RPL-00139,Traditional RPL,19,21.73013,20.00000,1,19,8,0.29352,11.00000,1.96217,1.95271,3.37648,forwarded
RPL-00139,Traditional RPL,19,21.73013,20.00000,2,8,0,0.05000,99.00000,1.71482,1.70622,16.82000,lost
RPL-00140,Traditional RPL,20,34.43801,20.00000,1,20,8,0.24352,12.00000,1.96000,1.95001,3.57648,lost
RPL-00141,Traditional RPL,21,21.62604,20.00000,1,21,25,0.25848,11.00000,1.94418,1.93022,3.41152,forwarded
RPL-00141,Traditional RPL,21,21.62604,20.00000,2,25,0,0.05000,100.00000,1.71609,1.70670,16.97000,lost
