time,total_energy_consumed,average_remaining_energy,alive_nodes,active_sensors,dead_nodes,generated_packets,delivered_packets,lost_packets,packet_delivery_ratio,average_delay,communication_overhead,parent_changes,current_packet_id,current_source_sensor_id,current_temperature,selected_route_path,last_packet_status
207.0,23.076110255279957,1.2732375774041393,29,28,1,1258,199,1059,0.15818759936406995,49.3499612697653,1738,71,,,,,
208.0,23.076110255279957,1.2732375774041393,29,28,1,1258,199,1059,0.15818759936406995,49.3499612697653,1738,71,,,,,
209.0,23.076110255279957,1.2732375774041393,29,28,1,1258,199,1059,0.15818759936406995,49.3499612697653,1738,71,,,,,
210.0,23.656636243983357,1.2532194398626428,29,28,1,1287,205,1082,0.1592851592851593,50.794991853290234,1781,73,RL-01287,30,33.34629905606066,30 -> 18,lost
211.0,23.656636243983357,1.2532194398626428,29,28,1,1287,205,1082,0.1592851592851593,50.794991853290234,1781,73,,,,,
212.0,23.656636243983357,1.2532194398626428,29,28,1,1287,205,1082,0.1592851592851593,50.794991853290234,1781,73,,,,,
213.0,23.656636243983357,1.2532194398626428,29,28,1,1287,205,1082,0.1592851592851593,50.794991853290234,1781,73,,,,,
214.0,23.656636243983357,1.2532194398626428,29,28,1,1287,205,1082,0.1592851592851593,50.794991853290234,1781,73,,,,,
215.0,24.18438196262214,1.2350213116337192,29,28,1,1316,210,1106,0.1595744680851064,51.88036348209063,1819,78,RL-01316,30,21.804228121331498,30 -> 18 -> 0,lost
216.0,24.18438196262214,1.2350213116337192,29,28,1,1316,210,1106,0.1595744680851064,51.88036348209063,1819,78,,,,,
217.0,24.18438196262214,1.2350213116337192,29,28,1,1316,210,1106,0.1595744680851064,51.88036348209063,1819,78,,,,,
218.0,24.18438196262214,1.2350213116337192,29,28,1,1316,210,1106,0.1595744680851064,51.88036348209063,1819,78,,,,,
219.0,24.18438196262214,1.2350213116337192,29,28,1,1316,210,1106,0.1595744680851064,51.88036348209063,1819,78,,,,,
220.0,24.757466024733134,1.2586619276881024,28,27,2,1345,213,1132,0.158364312267658,52.63392643774195,1862,81,RL-01345,30,32.35954151382711,30 -> 18,lost
221.0,24.757466024733134,1.2586619276881024,28,27,2,1345,213,1132,0.158364312267658,52.63392643774195,1862,81,,,,,
222.0,24.757466024733134,1.2586619276881024,28,27,2,1345,213,1132,0.158364312267658,52.63392643774195,1862,81,,,,,
223.0,24.757466024733134,1.2586619276881024,28,27,2,1345,213,1132,0.158364312267658,52.63392643774195,1862,81,,,,,
224.0,24.757466024733134,1.2586619276881024,28,27,2,1345,213,1132,0.158364312267658,52.63392643774195,1862,81,,,,,
225.0,25.367621396169064,1.2368706644225334,28,27,2,1373,218,1155,0.15877640203932994,53.73484339013534,1905,90,RL-01373,30,29.935331787893784,30 -> 18 -> 0,lost
226.0,25.367621396169064,1.2368706644225334,28,27,2,1373,218,1155,0.15877640203932994,53.73484339013534,1905,90,,,,,
227.0,25.367621396169064,1.2368706644225334,28,27,2,1373,218,1155,0.15877640203932994,53.73484339013534,1905,90,,,,,
228.0,25.367621396169064,1.2368706644225334,28,27,2,1373,218,1155,0.15877640203932994,53.73484339013534,1905,90,,,,,
229.0,25.367621396169064,1.2368706644225334,28,27,2,1373,218,1155,0.15877640203932994,53.73484339013534,1905,90,,,,,
230.0,26.036460516261464,1.212983552990662,28,27,2,1401,222,1179,0.15845824411134904,54.69475355482512,1954,96,RL-01401,30,28.541053819601807,30 -> 18 -> 0,lost
231.0,26.036460516261464,1.212983552990662,28,27,2,1401,222,1179,0.15845824411134904,54.69475355482512,1954,96,,,,,
232.0,26.036460516261464,1.212983552990662,28,27,2,1401,222,1179,0.15845824411134904,54.69475355482512,1954,96,,,,,
233.0,26.036460516261464,1.212983552990662,28,27,2,1401,222,1179,0.15845824411134904,54.69475355482512,1954,96,,,,,
234.0,26.036460516261464,1.212983552990662,28,27,2,1401,222,1179,0.15845824411134904,54.69475355482512,1954,96,,,,,
235.0,26.68825906528886,1.2337681827670792,27,26,3,1429,224,1205,0.15675297410776767,55.136625903279494,2001,101,RL-01429,30,28.209235770933883,30 -> 18,lost
236.0,26.68825906528886,1.2337681827670792,27,26,3,1429,224,1205,0.15675297410776767,55.136625903279494,2001,101,,,,,
237.0,26.68825906528886,1.2337681827670792,27,26,3,1429,224,1205,0.15675297410776767,55.136625903279494,2001,101,,,,,
238.0,26.68825906528886,1.2337681827670792,27,26,3,1429,224,1205,0.15675297410776767,55.136625903279494,2001,101,,,,,
239.0,26.68825906528886,1.2337681827670792,27,26,3,1429,224,1205,0.15675297410776767,55.136625903279494,2001,101,,,,,
240.0,27.363321254828172,1.2087658794508085,27,26,3,1456,229,1227,0.15728021978021978,56.30546616482925,2050,108,RL-01456,30,20.87969593497766,30 -> 18 -> 0,lost
241.0,27.363321254828172,1.2087658794508085,27,26,3,1456,229,1227,0.15728021978021978,56.30546616482925,2050,108,,,,,
242.0,27.363321254828172,1.2087658794508085,27,26,3,1456,229,1227,0.15728021978021978,56.30546616482925,2050,108,,,,,
243.0,27.363321254828172,1.2087658794508085,27,26,3,1456,229,1227,0.15728021978021978,56.30546616482925,2050,108,,,,,
244.0,27.363321254828172,1.2087658794508085,27,26,3,1456,229,1227,0.15728021978021978,56.30546616482925,2050,108,,,,,
245.0,28.045175960263673,1.2290316938360126,26,25,4,1483,232,1251,0.1564396493594066,56.990206482752725,2101,118,RL-01483,30,20.814128199583518,30 -> 9 -> 0,lost
246.0,28.045175960263673,1.2290316938360126,26,25,4,1483,232,1251,0.1564396493594066,56.990206482752725,2101,118,,,,,
247.0,28.045175960263673,1.2290316938360126,26,25,4,1483,232,1251,0.1564396493594066,56.990206482752725,2101,118,,,,,
248.0,28.045175960263673,1.2290316938360126,26,25,4,1483,232,1251,0.1564396493594066,56.990206482752725,2101,118,,,,,
249.0,28.045175960263673,1.2290316938360126,26,25,4,1483,232,1251,0.1564396493594066,56.990206482752725,2101,118,,,,,
250.0,28.79002565769819,1.2003836285500695,26,25,4,1509,236,1273,0.1563949635520212,57.91056706860207,2157,125,RL-01509,30,34.37489679207795,30 -> 6 -> 0,lost
251.0,28.79002565769819,1.2003836285500695,26,25,4,1509,236,1273,0.1563949635520212,57.91056706860207,2157,125,,,,,
252.0,28.79002565769819,1.2003836285500695,26,25,4,1509,236,1273,0.1563949635520212,57.91056706860207,2157,125,,,,,
253.0,28.79002565769819,1.2003836285500695,26,25,4,1509,236,1273,0.1563949635520212,57.91056706860207,2157,125,,,,,
254.0,28.79002565769819,1.2003836285500695,26,25,4,1509,236,1273,0.1563949635520212,57.91056706860207,2157,125,,,,,
255.0,29.443625970771542,1.2222549611691382,25,24,5,1535,240,1295,0.1563517915309446,58.862220128968154,2207,135,RL-01535,30,22.322085466974293,30 -> 9,lost
256.0,29.443625970771542,1.2222549611691382,25,24,5,1535,240,1295,0.1563517915309446,58.862220128968154,2207,135,,,,,
257.0,29.443625970771542,1.2222549611691382,25,24,5,1535,240,1295,0.1563517915309446,58.862220128968154,2207,135,,,,,
258.0,29.443625970771542,1.2222549611691382,25,24,5,1535,240,1295,0.1563517915309446,58.862220128968154,2207,135,,,,,
259.0,29.443625970771542,1.2222549611691382,25,24,5,1535,240,1295,0.1563517915309446,58.862220128968154,2207,135,,,,,
260.0,30.028007064744276,1.198879717410229,25,24,5,1560,244,1316,0.1564102564102564,59.81004184135,2251,139,RL-01560,30,29.69841738977518,30 -> 9 -> 0,lost
261.0,30.028007064744276,1.198879717410229,25,24,5,1560,244,1316,0.1564102564102564,59.81004184135,2251,139,,,,,
262.0,30.028007064744276,1.198879717410229,25,24,5,1560,244,1316,0.1564102564102564,59.81004184135,2251,139,,,,,
263.0,30.028007064744276,1.198879717410229,25,24,5,1560,244,1316,0.1564102564102564,59.81004184135,2251,139,,,,,
264.0,30.028007064744276,1.198879717410229,25,24,5,1560,244,1316,0.1564102564102564,59.81004184135,2251,139,,,,,
265.0,30.670952173456293,1.1731619130617483,25,24,5,1585,248,1337,0.15646687697160883,60.76937627293436,2298,146,RL-01585,30,34.914695756381505,30 -> 9 -> 0,lost
266.0,30.670952173456293,1.1731619130617483,25,24,5,1585,248,1337,0.15646687697160883,60.76937627293436,2298,146,,,,,
267.0,30.670952173456293,1.1731619130617483,25,24,5,1585,248,1337,0.15646687697160883,60.76937627293436,2298,146,,,,,
268.0,30.670952173456293,1.1731619130617483,25,24,5,1585,248,1337,0.15646687697160883,60.76937627293436,2298,146,,,,,
269.0,30.670952173456293,1.1731619130617483,25,24,5,1585,248,1337,0.15646687697160883,60.76937627293436,2298,146,,,,,
270.0,31.285545885997923,1.148578164560083,25,24,5,1610,251,1359,0.15590062111801242,61.478381597057115,2343,156,RL-01610,30,32.098100853918474,30 -> 9 -> 0,lost
271.0,31.285545885997923,1.148578164560083,25,24,5,1610,251,1359,0.15590062111801242,61.478381597057115,2343,156,,,,,
272.0,31.285545885997923,1.148578164560083,25,24,5,1610,251,1359,0.15590062111801242,61.478381597057115,2343,156,,,,,
273.0,31.285545885997923,1.148578164560083,25,24,5,1610,251,1359,0.15590062111801242,61.478381597057115,2343,156,,,,,
274.0,31.285545885997923,1.148578164560083,25,24,5,1610,251,1359,0.15590062111801242,61.478381597057115,2343,156,,,,,
275.0,31.868034905258945,1.1252786037896423,25,24,5,1635,251,1384,0.15351681957186544,61.478381597057115,2387,162,RL-01635,30,28.584039488456966,30 -> 9,lost
276.0,31.868034905258945,1.1252786037896423,25,24,5,1635,251,1384,0.15351681957186544,61.478381597057115,2387,162,,,,,
277.0,31.868034905258945,1.1252786037896423,25,24,5,1635,251,1384,0.15351681957186544,61.478381597057115,2387,162,,,,,
278.0,31.868034905258945,1.1252786037896423,25,24,5,1635,251,1384,0.15351681957186544,61.478381597057115,2387,162,,,,,
279.0,31.868034905258945,1.1252786037896423,25,24,5,1635,251,1384,0.15351681957186544,61.478381597057115,2387,162,,,,,
280.0,32.403522562791245,1.1038590974883502,25,24,5,1660,254,1406,0.1530120481927711,62.21523788222852,2426,170,RL-01660,30,22.00824658436902,30 -> 9 -> 0,lost
281.0,32.403522562791245,1.1038590974883502,25,24,5,1660,254,1406,0.1530120481927711,62.21523788222852,2426,170,,,,,
282.0,32.403522562791245,1.1038590974883502,25,24,5,1660,254,1406,0.1530120481927711,62.21523788222852,2426,170,,,,,
283.0,32.403522562791245,1.1038590974883502,25,24,5,1660,254,1406,0.1530120481927711,62.21523788222852,2426,170,,,,,
284.0,32.403522562791245,1.1038590974883502,25,24,5,1660,254,1406,0.1530120481927711,62.21523788222852,2426,170,,,,,
285.0,33.02076524430323,1.079169390227871,25,24,5,1685,255,1430,0.1513353115727003,62.469681303384974,2472,179,RL-01685,30,29.853263340602645,30 -> 9 -> 0,lost
286.0,33.02076524430323,1.079169390227871,25,24,5,1685,255,1430,0.1513353115727003,62.469681303384974,2472,179,,,,,
287.0,33.02076524430323,1.079169390227871,25,24,5,1685,255,1430,0.1513353115727003,62.469681303384974,2472,179,,,,,
288.0,33.02076524430323,1.079169390227871,25,24,5,1685,255,1430,0.1513353115727003,62.469681303384974,2472,179,,,,,
289.0,33.02076524430323,1.079169390227871,25,24,5,1685,255,1430,0.1513353115727003,62.469681303384974,2472,179,,,,,
290.0,33.60413337364665,1.0998277760980564,24,22,6,1710,259,1451,0.15146198830409358,63.46195456510877,2516,186,RL-01710,30,21.140432308005337,30 -> 9 -> 0,lost
291.0,33.60413337364665,1.0998277760980564,24,22,6,1710,259,1451,0.15146198830409358,63.46195456510877,2516,186,,,,,
292.0,33.60413337364665,1.0998277760980564,24,22,6,1710,259,1451,0.15146198830409358,63.46195456510877,2516,186,,,,,
293.0,33.60413337364665,1.0998277760980564,24,22,6,1710,259,1451,0.15146198830409358,63.46195456510877,2516,186,,,,,
294.0,33.60413337364665,1.0998277760980564,24,22,6,1710,259,1451,0.15146198830409358,63.46195456510877,2516,186,,,,,
295.0,34.13628458550981,1.077654808937091,24,22,6,1734,261,1473,0.15051903114186851,63.941987601534684,2556,192,RL-01734,30,30.51068940224451,30 -> 9,lost
296.0,34.13628458550981,1.077654808937091,24,22,6,1734,261,1473,0.15051903114186851,63.941987601534684,2556,192,,,,,
297.0,34.13628458550981,1.077654808937091,24,22,6,1734,261,1473,0.15051903114186851,63.941987601534684,2556,192,,,,,
298.0,34.13628458550981,1.077654808937091,24,22,6,1734,261,1473,0.15051903114186851,63.941987601534684,2556,192,,,,,
299.0,34.13628458550981,1.077654808937091,24,22,6,1734,261,1473,0.15051903114186851,63.941987601534684,2556,192,,,,,
300.0,34.676039108253306,1.0551650371561123,24,22,6,1758,264,1494,0.15017064846416384,64.64351804545664,2596,195,RL-01758,30,28.5745636081069,30 -> 9 -> 0,lost
301.0,34.676039108253306,1.0551650371561123,24,22,6,1758,264,1494,0.15017064846416384,64.64351804545664,2596,195,,,,,
302.0,34.676039108253306,1.0551650371561123,24,22,6,1758,264,1494,0.15017064846416384,64.64351804545664,2596,195,,,,,
303.0,34.676039108253306,1.0551650371561123,24,22,6,1758,264,1494,0.15017064846416384,64.64351804545664,2596,195,,,,,
304.0,34.676039108253306,1.0551650371561123,24,22,6,1758,264,1494,0.15017064846416384,64.64351804545664,2596,195,,,,,
305.0,35.215826771492004,1.0326738845211665,24,22,6,1782,264,1518,0.14814814814814814,64.64351804545664,2636,199,RL-01782,30,28.095021832040892,30 -> 9 -> 0,lost
306.0,35.215826771492004,1.0326738845211665,24,22,6,1782,264,1518,0.14814814814814814,64.64351804545664,2636,199,,,,,
307.0,35.215826771492004,1.0326738845211665,24,22,6,1782,264,1518,0.14814814814814814,64.64351804545664,2636,199,,,,,
308.0,35.215826771492004,1.0326738845211665,24,22,6,1782,264,1518,0.14814814814814814,64.64351804545664,2636,199,,,,,
309.0,35.215826771492004,1.0326738845211665,24,22,6,1782,264,1518,0.14814814814814814,64.64351804545664,2636,199,,,,,
310.0,35.68461345436661,1.0131411060680577,24,22,6,1806,265,1541,0.14673311184939092,64.8640896754738,2671,201,RL-01806,30,25.128692808029392,30 -> 9,lost
311.0,35.68461345436661,1.0131411060680577,24,22,6,1806,265,1541,0.14673311184939092,64.8640896754738,2671,201,,,,,
312.0,35.68461345436661,1.0131411060680577,24,22,6,1806,265,1541,0.14673311184939092,64.8640896754738,2671,201,,,,,
313.0,35.68461345436661,1.0131411060680577,24,22,6,1806,265,1541,0.14673311184939092,64.8640896754738,2671,201,,,,,
314.0,35.68461345436661,1.0131411060680577,24,22,6,1806,265,1541,0.14673311184939092,64.8640896754738,2671,201,,,,,
315.0,36.06246637183338,1.0407623316594183,23,10,7,1830,268,1562,0.146448087431694,65.5188666567185,2700,202,RL-01830,30,31.752128603765897,30 -> 9,failed_parent_energy
316.0,36.06246637183338,1.0407623316594183,23,10,7,1830,268,1562,0.146448087431694,65.5188666567185,2700,202,,,,,
317.0,36.06246637183338,1.0407623316594183,23,10,7,1830,268,1562,0.146448087431694,65.5188666567185,2700,202,,,,,
318.0,36.06246637183338,1.0407623316594183,23,10,7,1830,268,1562,0.146448087431694,65.5188666567185,2700,202,,,,,
319.0,36.06246637183338,1.0407623316594183,23,10,7,1830,268,1562,0.146448087431694,65.5188666567185,2700,202,,,,,
320.0,36.24330593237152,1.0328997420708035,23,10,7,1853,269,1584,0.14516999460334593,65.77533956005784,2727,204,RL-01853,30,33.71711002967069,30,failed_no_parent
321.0,36.24330593237152,1.0328997420708035,23,10,7,1853,269,1584,0.14516999460334593,65.77533956005784,2727,204,,,,,
322.0,36.24330593237152,1.0328997420708035,23,10,7,1853,269,1584,0.14516999460334593,65.77533956005784,2727,204,,,,,
323.0,36.24330593237152,1.0328997420708035,23,10,7,1853,269,1584,0.14516999460334593,65.77533956005784,2727,204,,,,,
324.0,36.24330593237152,1.0328997420708035,23,10,7,1853,269,1584,0.14516999460334593,65.77533956005784,2727,204,,,,,
325.0,36.42605631610276,1.0249540732129236,23,10,7,1876,270,1606,0.1439232409381663,65.98999570983543,2754,204,RL-01876,30,27.887320439216175,30,failed_no_parent
326.0,36.42605631610276,1.0249540732129236,23,10,7,1876,270,1606,0.1439232409381663,65.98999570983543,2754,204,,,,,
327.0,36.42605631610276,1.0249540732129236,23,10,7,1876,270,1606,0.1439232409381663,65.98999570983543,2754,204,,,,,
328.0,36.42605631610276,1.0249540732129236,23,10,7,1876,270,1606,0.1439232409381663,65.98999570983543,2754,204,,,,,
329.0,36.42605631610276,1.0249540732129236,23,10,7,1876,270,1606,0.1439232409381663,65.98999570983543,2754,204,,,,,
330.0,36.62196068931525,1.0164364917689022,23,10,7,1899,270,1629,0.14218009478672985,65.98999570983543,2782,204,RL-01899,30,26.880808886425616,30,failed_no_parent
331.0,36.62196068931525,1.0164364917689022,23,10,7,1899,270,1629,0.14218009478672985,65.98999570983543,2782,204,,,,,
332.0,36.62196068931525,1.0164364917689022,23,10,7,1899,270,1629,0.14218009478672985,65.98999570983543,2782,204,,,,,
333.0,36.62196068931525,1.0164364917689022,23,10,7,1899,270,1629,0.14218009478672985,65.98999570983543,2782,204,,,,,
334.0,36.62196068931525,1.0164364917689022,23,10,7,1899,270,1629,0.14218009478672985,65.98999570983543,2782,204,,,,,
335.0,36.872466983012266,1.0055449137820753,23,10,7,1922,270,1652,0.1404786680541103,65.98999570983543,2814,205,RL-01922,30,33.88883675317598,30,failed_no_parent
336.0,36.872466983012266,1.0055449137820753,23,10,7,1922,270,1652,0.1404786680541103,65.98999570983543,2814,205,,,,,
337.0,36.872466983012266,1.0055449137820753,23,10,7,1922,270,1652,0.1404786680541103,65.98999570983543,2814,205,,,,,
338.0,36.872466983012266,1.0055449137820753,23,10,7,1922,270,1652,0.1404786680541103,65.98999570983543,2814,205,,,,,
339.0,36.872466983012266,1.0055449137820753,23,10,7,1922,270,1652,0.1404786680541103,65.98999570983543,2814,205,,,,,
340.0,37.122973276709274,0.9946533357952488,23,10,7,1945,270,1675,0.13881748071979436,65.98999570983543,2846,208,RL-01945,30,27.536024156708493,30,failed_no_parent
341.0,37.122973276709274,0.9946533357952488,23,10,7,1945,270,1675,0.13881748071979436,65.98999570983543,2846,208,,,,,
342.0,37.122973276709274,0.9946533357952488,23,10,7,1945,270,1675,0.13881748071979436,65.98999570983543,2846,208,,,,,
343.0,37.122973276709274,0.9946533357952488,23,10,7,1945,270,1675,0.13881748071979436,65.98999570983543,2846,208,,,,,
344.0,37.122973276709274,0.9946533357952488,23,10,7,1945,270,1675,0.13881748071979436,65.98999570983543,2846,208,,,,,
345.0,37.31851263759155,0.9861516244525411,23,10,7,1968,270,1698,0.13719512195121952,65.98999570983543,2874,210,RL-01968,30,20.363102455029036,30,failed_no_parent
346.0,37.31851263759155,0.9861516244525411,23,10,7,1968,270,1698,0.13719512195121952,65.98999570983543,2874,210,,,,,
347.0,37.31851263759155,0.9861516244525411,23,10,7,1968,270,1698,0.13719512195121952,65.98999570983543,2874,210,,,,,
348.0,37.31851263759155,0.9861516244525411,23,10,7,1968,270,1698,0.13719512195121952,65.98999570983543,2874,210,,,,,
349.0,37.31851263759155,0.9861516244525411,23,10,7,1968,270,1698,0.13719512195121952,65.98999570983543,2874,210,,,,,
350.0,37.50988201593298,0.9778312166985661,23,10,7,1991,272,1719,0.1366147664490206,66.46538177079252,2901,212,RL-01991,30,22.55479470567145,30,failed_no_parent
351.0,37.50988201593298,0.9778312166985661,23,10,7,1991,272,1719,0.1366147664490206,66.46538177079252,2901,212,,,,,
352.0,37.50988201593298,0.9778312166985661,23,10,7,1991,272,1719,0.1366147664490206,66.46538177079252,2901,212,,,,,
353.0,37.50988201593298,0.9778312166985661,23,10,7,1991,272,1719,0.1366147664490206,66.46538177079252,2901,212,,,,,
354.0,37.50988201593298,0.9778312166985661,23,10,7,1991,272,1719,0.1366147664490206,66.46538177079252,2901,212,,,,,
355.0,37.688750103622,0.9700543433207826,23,10,7,2014,272,1742,0.13505461767626614,66.46538177079252,2927,214,RL-02014,30,34.6736640086682,30,failed_no_parent
356.0,37.688750103622,0.9700543433207826,23,10,7,2014,272,1742,0.13505461767626614,66.46538177079252,2927,214,,,,,
357.0,37.688750103622,0.9700543433207826,23,10,7,2014,272,1742,0.13505461767626614,66.46538177079252,2927,214,,,,,
358.0,37.688750103622,0.9700543433207826,23,10,7,2014,272,1742,0.13505461767626614,66.46538177079252,2927,214,,,,,
359.0,37.688750103622,0.9700543433207826,23,10,7,2014,272,1742,0.13505461767626614,66.46538177079252,2927,214,,,,,
360.0,37.90248238910563,0.960761635256277,23,10,7,2037,275,1762,0.13500245459008345,67.14623215147479,2956,216,RL-02037,30,24.762443162629086,30,failed_no_parent
361.0,37.90248238910563,0.960761635256277,23,10,7,2037,275,1762,0.13500245459008345,67.14623215147479,2956,216,,,,,
362.0,37.90248238910563,0.960761635256277,23,10,7,2037,275,1762,0.13500245459008345,67.14623215147479,2956,216,,,,,
363.0,37.90248238910563,0.960761635256277,23,10,7,2037,275,1762,0.13500245459008345,67.14623215147479,2956,216,,,,,
364.0,37.90248238910563,0.960761635256277,23,10,7,2037,275,1762,0.13500245459008345,67.14623215147479,2956,216,,,,,
365.0,38.153353695132864,0.9498541871681363,23,10,7,2060,275,1785,0.13349514563106796,67.14623215147479,2988,216,RL-02060,30,31.135499924943495,30,failed_no_parent
366.0,38.153353695132864,0.9498541871681363,23,10,7,2060,275,1785,0.13349514563106796,67.14623215147479,2988,216,,,,,
367.0,38.153353695132864,0.9498541871681363,23,10,7,2060,275,1785,0.13349514563106796,67.14623215147479,2988,216,,,,,
368.0,38.153353695132864,0.9498541871681363,23,10,7,2060,275,1785,0.13349514563106796,67.14623215147479,2988,216,,,,,
369.0,38.153353695132864,0.9498541871681363,23,10,7,2060,275,1785,0.13349514563106796,67.14623215147479,2988,216,,,,,
370.0,38.349258068345364,0.9413366057241148,23,10,7,2083,276,1807,0.13250120019203074,67.35329290454916,3016,216,RL-02083,30,26.920207459459444,30,failed_no_parent
371.0,38.349258068345364,0.9413366057241148,23,10,7,2083,276,1807,0.13250120019203074,67.35329290454916,3016,216,,,,,
372.0,38.349258068345364,0.9413366057241148,23,10,7,2083,276,1807,0.13250120019203074,67.35329290454916,3016,216,,,,,
373.0,38.349258068345364,0.9413366057241148,23,10,7,2083,276,1807,0.13250120019203074,67.35329290454916,3016,216,,,,,
374.0,38.349258068345364,0.9413366057241148,23,10,7,2083,276,1807,0.13250120019203074,67.35329290454916,3016,216,,,,,
375.0,38.590555444381444,0.9308454154616763,23,10,7,2106,276,1830,0.13105413105413105,67.35329290454916,3047,217,RL-02106,30,22.251346017657678,30,failed_no_parent
376.0,38.590555444381444,0.9308454154616763,23,10,7,2106,276,1830,0.13105413105413105,67.35329290454916,3047,217,,,,,
377.0,38.590555444381444,0.9308454154616763,23,10,7,2106,276,1830,0.13105413105413105,67.35329290454916,3047,217,,,,,
378.0,38.590555444381444,0.9308454154616763,23,10,7,2106,276,1830,0.13105413105413105,67.35329290454916,3047,217,,,,,
379.0,38.590555444381444,0.9308454154616763,23,10,7,2106,276,1830,0.13105413105413105,67.35329290454916,3047,217,,,,,
380.0,38.86391546636543,0.9607311151652077,22,9,8,2129,278,1851,0.13057773602630343,67.78373825866989,3081,224,RL-02129,30,29.16634634072981,30,failed_no_parent
381.0,38.86391546636543,0.9607311151652077,22,9,8,2129,278,1851,0.13057773602630343,67.78373825866989,3081,224,,,,,
382.0,38.86391546636543,0.9607311151652077,22,9,8,2129,278,1851,0.13057773602630343,67.78373825866989,3081,224,,,,,
383.0,38.86391546636543,0.9607311151652077,22,9,8,2129,278,1851,0.13057773602630343,67.78373825866989,3081,224,,,,,
384.0,38.86391546636543,0.9607311151652077,22,9,8,2129,278,1851,0.13057773602630343,67.78373825866989,3081,224,,,,,
385.0,39.0843790246319,0.9507100443349138,22,9,8,2151,280,1871,0.1301720130172013,68.21508796487461,3111,226,RL-02151,30,27.795587002767405,30,failed_no_parent
386.0,39.0843790246319,0.9507100443349138,22,9,8,2151,280,1871,0.1301720130172013,68.21508796487461,3111,226,,,,,
387.0,39.0843790246319,0.9507100443349138,22,9,8,2151,280,1871,0.1301720130172013,68.21508796487461,3111,226,,,,,
388.0,39.0843790246319,0.9507100443349138,22,9,8,2151,280,1871,0.1301720130172013,68.21508796487461,3111,226,,,,,
389.0,39.0843790246319,0.9507100443349138,22,9,8,2151,280,1871,0.1301720130172013,68.21508796487461,3111,226,,,,,
390.0,39.34888300558961,0.938687136109563,22,9,8,2173,281,1892,0.12931431201104465,68.43499938538159,3144,226,RL-02173,30,25.026644818015775,30,failed_no_parent
391.0,39.34888300558961,0.938687136109563,22,9,8,2173,281,1892,0.12931431201104465,68.43499938538159,3144,226,,,,,
392.0,39.34888300558961,0.938687136109563,22,9,8,2173,281,1892,0.12931431201104465,68.43499938538159,3144,226,,,,,
393.0,39.34888300558961,0.938687136109563,22,9,8,2173,281,1892,0.12931431201104465,68.43499938538159,3144,226,,,,,
394.0,39.34888300558961,0.938687136109563,22,9,8,2173,281,1892,0.12931431201104465,68.43499938538159,3144,226,,,,,
395.0,39.60015799569946,0.9272655456500245,22,9,8,2195,284,1911,0.12938496583143508,69.07912100910482,3176,226,RL-02195,30,27.23994786720229,30,failed_no_parent
396.0,39.60015799569946,0.9272655456500245,22,9,8,2195,284,1911,0.12938496583143508,69.07912100910482,3176,226,,,,,
397.0,39.60015799569946,0.9272655456500245,22,9,8,2195,284,1911,0.12938496583143508,69.07912100910482,3176,226,,,,,
398.0,39.60015799569946,0.9272655456500245,22,9,8,2195,284,1911,0.12938496583143508,69.07912100910482,3176,226,,,,,
399.0,39.60015799569946,0.9272655456500245,22,9,8,2195,284,1911,0.12938496583143508,69.07912100910482,3176,226,,,,,
400.0,39.826051259248175,0.9169976700341741,22,9,8,2217,285,1932,0.12855209742895804,69.30631069316253,3206,226,RL-02217,30,29.344174440163272,30,failed_no_parent
401.0,39.826051259248175,0.9169976700341741,22,9,8,2217,285,1932,0.12855209742895804,69.30631069316253,3206,226,,,,,
402.0,39.826051259248175,0.9169976700341741,22,9,8,2217,285,1932,0.12855209742895804,69.30631069316253,3206,226,,,,,
403.0,39.826051259248175,0.9169976700341741,22,9,8,2217,285,1932,0.12855209742895804,69.30631069316253,3206,226,,,,,
404.0,39.826051259248175,0.9169976700341741,22,9,8,2217,285,1932,0.12855209742895804,69.30631069316253,3206,226,,,,,
405.0,40.05194452279689,0.9067297944183235,22,9,8,2239,286,1953,0.12773559624832515,69.52644597045916,3236,226,RL-02239,30,30.653238531182723,30,failed_no_parent
406.0,40.05194452279689,0.9067297944183235,22,9,8,2239,286,1953,0.12773559624832515,69.52644597045916,3236,226,,,,,
407.0,40.05194452279689,0.9067297944183235,22,9,8,2239,286,1953,0.12773559624832515,69.52644597045916,3236,226,,,,,
408.0,40.05194452279689,0.9067297944183235,22,9,8,2239,286,1953,0.12773559624832515,69.52644597045916,3236,226,,,,,
409.0,40.05194452279689,0.9067297944183235,22,9,8,2239,286,1953,0.12773559624832515,69.52644597045916,3236,226,,,,,
410.0,40.22583807510266,0.941626758328445,21,6,9,2261,288,1973,0.12737726669615215,69.94148801233098,3263,227,RL-02261,30,32.20873557337298,30,failed_no_parent
411.0,40.22583807510266,0.941626758328445,21,6,9,2261,288,1973,0.12737726669615215,69.94148801233098,3263,227,,,,,
412.0,40.22583807510266,0.941626758328445,21,6,9,2261,288,1973,0.12737726669615215,69.94148801233098,3263,227,,,,,
413.0,40.22583807510266,0.941626758328445,21,6,9,2261,288,1973,0.12737726669615215,69.94148801233098,3263,227,,,,,
414.0,40.22583807510266,0.941626758328445,21,6,9,2261,288,1973,0.12737726669615215,69.94148801233098,3263,227,,,,,
415.0,40.31068023004189,0.9375866557122909,21,6,9,2282,289,1993,0.1266432953549518,70.1361800953333,3285,227,RL-02282,30,33.54884007070085,30,failed_no_parent
