time,total_energy_consumed,average_remaining_energy,alive_nodes,active_sensors,dead_nodes,generated_packets,delivered_packets,lost_packets,packet_delivery_ratio,average_delay,communication_overhead,parent_changes,current_packet_id,current_source_sensor_id,current_temperature,selected_route_path,last_packet_status
164.0,18.26522057116641,1.391159314294453,30,29,0,990,166,824,0.16767676767676767,41.68137113160736,1383,58,,,,,
165.0,18.777018657611904,1.3740993780796031,30,29,0,1020,169,851,0.16568627450980392,42.310681111519656,1420,59,RL-01020,30,21.271279529345417,30 -> 18,lost
166.0,18.777018657611904,1.3740993780796031,30,29,0,1020,169,851,0.16568627450980392,42.310681111519656,1420,59,,,,,
167.0,18.777018657611904,1.3740993780796031,30,29,0,1020,169,851,0.16568627450980392,42.310681111519656,1420,59,,,,,
168.0,18.777018657611904,1.3740993780796031,30,29,0,1020,169,851,0.16568627450980392,42.310681111519656,1420,59,,,,,
169.0,18.777018657611904,1.3740993780796031,30,29,0,1020,169,851,0.16568627450980392,42.310681111519656,1420,59,,,,,
170.0,19.267439018591382,1.3577520327136205,30,29,0,1050,174,876,0.1657142857142857,43.435279155289855,1456,60,RL-01050,30,32.16054075259115,30 -> 18,lost
171.0,19.267439018591382,1.3577520327136205,30,29,0,1050,174,876,0.1657142857142857,43.435279155289855,1456,60,,,,,
172.0,19.267439018591382,1.3577520327136205,30,29,0,1050,174,876,0.1657142857142857,43.435279155289855,1456,60,,,,,
173.0,19.267439018591382,1.3577520327136205,30,29,0,1050,174,876,0.1657142857142857,43.435279155289855,1456,60,,,,,
174.0,19.267439018591382,1.3577520327136205,30,29,0,1050,174,876,0.1657142857142857,43.435279155289855,1456,60,,,,,
175.0,19.768509932497636,1.3410496689167455,30,29,0,1080,178,902,0.1648148148148148,44.390722488390196,1493,60,RL-01080,30,30.23827889139809,30 -> 18,lost
176.0,19.768509932497636,1.3410496689167455,30,29,0,1080,178,902,0.1648148148148148,44.390722488390196,1493,60,,,,,
177.0,19.768509932497636,1.3410496689167455,30,29,0,1080,178,902,0.1648148148148148,44.390722488390196,1493,60,,,,,
178.0,19.768509932497636,1.3410496689167455,30,29,0,1080,178,902,0.1648148148148148,44.390722488390196,1493,60,,,,,
179.0,19.768509932497636,1.3410496689167455,30,29,0,1080,178,902,0.1648148148148148,44.390722488390196,1493,60,,,,,
180.0,20.292232182669437,1.3235922605776855,30,29,0,1110,181,929,0.16306306306306306,45.075019905709695,1532,60,RL-01110,30,22.097452832138504,30 -> 18,lost
181.0,20.292232182669437,1.3235922605776855,30,29,0,1110,181,929,0.16306306306306306,45.075019905709695,1532,60,,,,,
182.0,20.292232182669437,1.3235922605776855,30,29,0,1110,181,929,0.16306306306306306,45.075019905709695,1532,60,,,,,
183.0,20.292232182669437,1.3235922605776855,30,29,0,1110,181,929,0.16306306306306306,45.075019905709695,1532,60,,,,,
184.0,20.292232182669437,1.3235922605776855,30,29,0,1110,181,929,0.16306306306306306,45.075019905709695,1532,60,,,,,
185.0,20.833241253815828,1.3055586248728057,30,29,0,1140,185,955,0.16228070175438597,46.07768179917013,1572,61,RL-01140,30,31.10987270351267,30 -> 18,lost
186.0,20.833241253815828,1.3055586248728057,30,29,0,1140,185,955,0.16228070175438597,46.07768179917013,1572,61,,,,,
187.0,20.833241253815828,1.3055586248728057,30,29,0,1140,185,955,0.16228070175438597,46.07768179917013,1572,61,,,,,
188.0,20.833241253815828,1.3055586248728057,30,29,0,1140,185,955,0.16228070175438597,46.07768179917013,1572,61,,,,,
189.0,20.833241253815828,1.3055586248728057,30,29,0,1140,185,955,0.16228070175438597,46.07768179917013,1572,61,,,,,
190.0,21.360365507581854,1.2879878164139382,30,29,0,1170,187,983,0.15982905982905982,46.581858533860114,1611,62,RL-01170,30,26.95890035870749,30 -> 18,lost
191.0,21.360365507581854,1.2879878164139382,30,29,0,1170,187,983,0.15982905982905982,46.581858533860114,1611,62,,,,,
192.0,21.360365507581854,1.2879878164139382,30,29,0,1170,187,983,0.15982905982905982,46.581858533860114,1611,62,,,,,
193.0,21.360365507581854,1.2879878164139382,30,29,0,1170,187,983,0.15982905982905982,46.581858533860114,1611,62,,,,,
194.0,21.360365507581854,1.2879878164139382,30,29,0,1170,187,983,0.15982905982905982,46.581858533860114,1611,62,,,,,
195.0,21.91983467447686,1.3131091491559703,29,28,1,1200,191,1009,0.15916666666666668,47.532806717659916,1653,67,RL-01200,30,21.368193556870228,30 -> 18,lost
196.0,21.91983467447686,1.3131091491559703,29,28,1,1200,191,1009,0.15916666666666668,47.532806717659916,1653,67,,,,,
197.0,21.91983467447686,1.3131091491559703,29,28,1,1200,191,1009,0.15916666666666668,47.532806717659916,1653,67,,,,,
198.0,21.91983467447686,1.3131091491559703,29,28,1,1200,191,1009,0.15916666666666668,47.532806717659916,1653,67,,,,,
199.0,21.91983467447686,1.3131091491559703,29,28,1,1200,191,1009,0.15916666666666668,47.532806717659916,1653,67,,,,,
200.0,22.487348508501405,1.2935397066033998,29,28,1,1229,194,1035,0.15785191212367777,48.20234154500711,1694,70,RL-01229,30,25.825719118539507,30 -> 18,lost
201.0,22.487348508501405,1.2935397066033998,29,28,1,1229,194,1035,0.15785191212367777,48.20234154500711,1694,70,,,,,
202.0,22.487348508501405,1.2935397066033998,29,28,1,1229,194,1035,0.15785191212367777,48.20234154500711,1694,70,,,,,
203.0,22.487348508501405,1.2935397066033998,29,28,1,1229,194,1035,0.15785191212367777,48.20234154500711,1694,70,,,,,
204.0,22.487348508501405,1.2935397066033998,29,28,1,1229,194,1035,0.15785191212367777,48.20234154500711,1694,70,,,,,
205.0,23.076110255279957,1.2732375774041393,29,28,1,1258,199,1059,0.15818759936406995,49.3499612697653,1738,71,RL-01258,30,22.61304006433296,30 -> 18 -> 0,lost
206.0,23.076110255279957,1.2732375774041393,29,28,1,1258,199,1059,0.15818759936406995,49.3499612697653,1738,71,,,,,
